JDHEL V-C s1 V-K1 s2 V-K2 s3 V-K3 s4 V-K4 s5 C-K1 s6 C-K2 s7 C-K3 s8 C-K4 s9 K1-K2 s10 K1-K3 s11 K1-K4 s12 K2-K3 s13 K2-K4 s14 K3-K4 s15 HELCOR AIRMASS
Aperture: 2, Filter: IRCUT, JD: heliocentric
2461186.3299148 -0.39491 0.05662 -1.24300 0.10325 -1.11016 0.09325 -1.02810 0.08738 -0.38156 0.05733 -0.84809 0.10840 -0.71526 0.09892 -0.63319 0.09341 0.01335 0.06615 0.13284 0.13130 0.21490 0.12720 0.86144 0.10877 0.08207 0.11922 0.72861 0.09932 0.64654 0.09384 0.0037050 1.9904
2461186.3300474 -0.56941 0.07502 -1.12015 0.11153 -1.13645 0.12346 -1.16611 0.11418 -0.38271 0.06586 -0.55074 0.12453 -0.56704 0.13533 -0.59670 0.12692 0.18670 0.08607 -0.01630 0.15850 -0.04596 0.15139 0.73743 0.11924 -0.02966 0.16038 0.75373 0.13047 0.78340 0.12172 0.0037050 1.9908
2461186.3303752 -0.35605 0.05877 -1.22390 0.11036 -1.18399 0.11138 -0.95299 0.08738 99.99999 9.99999 -0.86785 0.11428 -0.82793 0.11526 -0.59694 0.09227 99.99999 9.99999 0.03991 0.14836 0.27090 0.13130 99.99999 9.99999 0.23099 0.13216 99.99999 9.99999 99.99999 9.99999 0.0037050 1.9917
2461186.3305074 -0.45920 0.06179 -1.30257 0.11372 -1.16921 0.10313 -0.99305 0.09259 -0.34009 0.05387 -0.84337 0.12092 -0.71001 0.11101 -0.53385 0.10129 0.11911 0.06775 0.13336 0.14642 0.30952 0.13919 0.96248 0.11707 0.17617 0.13068 0.82912 0.10681 0.65296 0.09666 0.0037050 1.9921
2461186.3306409 -0.42055 0.05959 -1.18242 0.11259 -1.19892 0.11725 -1.02743 0.09122 -0.37083 0.06006 -0.76188 0.11887 -0.77837 0.12329 -0.60688 0.09887 0.04972 0.07113 -0.01650 0.15597 0.15500 0.13748 0.81160 0.11910 0.17150 0.14132 0.82810 0.12351 0.65660 0.09915 0.0037050 1.9925
2461186.3307758 -0.41355 0.06803 -1.06850 0.09926 -1.09284 0.10643 -0.94632 0.09557 -0.32673 0.06009 -0.65495 0.10923 -0.67929 0.11577 -0.53277 0.10588 0.08682 0.07542 -0.02434 0.13649 0.12218 0.12821 0.74177 0.10447 0.14652 0.13383 0.76611 0.11130 0.61958 0.10097 0.0037049 1.9929
2461186.3309100 -0.58915 0.06524 -1.29943 0.11752 -1.20451 0.11312 -1.13262 0.10136 -0.54023 0.06795 -0.71028 0.12450 -0.61536 0.12035 -0.54347 0.10937 0.04892 0.07941 0.09492 0.15505 0.16681 0.14669 0.75920 0.12594 0.07189 0.14319 0.66428 0.12184 0.59239 0.11101 0.0037049 1.9933
2461186.3311065 -0.39345 0.05751 -1.16842 0.10691 -1.15331 0.10424 -1.00192 0.09791 -0.50931 0.06736 -0.77497 0.11250 -0.75986 0.10996 -0.60847 0.10398 -0.11587 0.07591 0.01511 0.14218 0.16650 0.13761 0.65910 0.11784 0.15139 0.13554 0.64399 0.11542 0.49261 0.10974 0.0037049 1.9939
2461186.3312392 -0.29271 0.06432 -1.10379 0.10567 -1.23694 0.12569 -0.92033 0.09941 -0.29835 0.06543 -0.81107 0.10988 -0.94423 0.12925 -0.62761 0.10387 -0.00564 0.07203 -0.13315 0.15406 0.18346 0.13348 0.80544 0.11053 0.31661 0.14983 0.93859 0.12981 0.62198 0.10456 0.0037049 1.9943
2461186.3313734 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.80612 0.10425 -0.78694 0.10481 -0.51204 0.08800 0.02020 0.06673 0.01919 0.13242 0.29409 0.11956 0.82633 0.10490 0.27490 0.12004 0.80714 0.10545 0.53224 0.08876 0.0037049 1.9947
2461186.3315081 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.69762 0.10943 -0.82100 0.12063 -0.54735 0.09967 0.16889 0.06710 -0.12338 0.14638 0.15027 0.12965 0.86652 0.10667 0.27365 0.13923 0.98990 0.11812 0.71625 0.09662 0.0037049 1.9951
2461186.3316417 -0.38567 0.07460 -1.07191 0.11161 -0.99136 0.10401 -0.78849 0.09607 -0.05128 0.05935 -0.68624 0.12076 -0.60569 0.11377 -0.40281 0.10656 0.33439 0.07516 0.08055 0.14084 0.28343 0.13508 1.02063 0.11199 0.20288 0.12887 0.94008 0.10440 0.73720 0.09650 0.0037049 1.9955
2461186.3319714 -0.23915 0.05789 -1.18600 0.11557 -1.22219 0.11345 -0.96315 0.09918 -0.37878 0.06239 -0.94685 0.11975 -0.98304 0.11770 -0.72400 0.10402 -0.13964 0.06982 -0.03619 0.15447 0.22285 0.14431 0.80722 0.12199 0.25904 0.14262 0.84341 0.11998 0.58437 0.10659 0.0037049 1.9965
2461186.3321035 -0.27207 0.05904 -1.14728 0.11365 -1.16577 0.10720 -1.08429 0.11238 -0.30378 0.06201 -0.87521 0.11862 -0.89370 0.11246 -0.81222 0.11740 -0.03171 0.07071 -0.01849 0.14859 0.06299 0.15236 0.84350 0.12013 0.08148 0.14762 0.86199 0.11405 0.78051 0.11892 0.0037048 1.9970
2461186.3322372 -0.38596 0.07638 -1.16295 0.13018 -1.10711 0.12638 -0.83726 0.10280 -0.35138 0.06902 -0.77699 0.13942 -0.72115 0.13588 -0.45130 0.11428 0.03458 0.08518 0.05585 0.17198 0.32569 0.15547 0.81158 0.13553 0.26985 0.15230 0.75573 0.13188 0.48588 0.10949 0.0037048 1.9974
2461186.3323715 -0.39442 0.06214 -1.14696 0.10758 -1.29697 0.12281 -1.09418 0.10548 -0.31931 0.06098 -0.75254 0.11330 -0.90254 0.12785 -0.69975 0.11130 0.07511 0.07058 -0.15000 0.15511 0.05279 0.14178 0.82765 0.11267 0.20279 0.15365 0.97765 0.12729 0.77486 0.11066 0.0037048 1.9978
2461186.3325683 -0.31936 0.05914 -1.37779 0.13283 -1.15593 0.10628 -1.03673 0.09909 -0.32065 0.06097 -1.05842 0.13532 -0.83657 0.10937 -0.71737 0.10240 -0.00128 0.06622 0.22185 0.16158 0.34106 0.15694 1.05714 0.13613 0.11920 0.13522 0.83529 0.11037 0.71608 0.10347 0.0037048 1.9984
2461186.3327005 -0.31546 0.05891 -1.26564 0.12110 -1.18353 0.11284 -1.01085 0.10453 99.99999 9.99999 -0.95018 0.12399 -0.86807 0.11594 -0.69539 0.10787 99.99999 9.99999 0.08211 0.15696 0.25479 0.15110 99.99999 9.99999 0.17268 0.14457 99.99999 9.99999 99.99999 9.99999 0.0037048 1.9988
2461186.3328346 -0.38405 0.05845 -1.20375 0.11056 -1.06437 0.10103 -1.10202 0.10077 -0.35846 0.06136 -0.81970 0.11537 -0.68032 0.10628 -0.71797 0.10603 0.02559 0.06967 0.13937 0.14178 0.10173 0.14159 0.84529 0.11687 -0.03764 0.13429 0.70592 0.10791 0.74356 0.10766 0.0037048 1.9993
2461186.3329693 99.99999 9.99999 -1.34007 0.13030 -1.17784 0.10825 -0.89574 0.09255 -0.30236 0.05860 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.16223 0.16237 0.44433 0.15236 1.03771 0.13447 0.28209 0.13399 0.87548 0.11323 0.59338 0.09834 0.0037048 1.9997
2461186.3331063 -0.45739 0.06077 -1.47710 0.13214 -1.36877 0.12404 -1.01594 0.09755 -0.39049 0.06092 -1.01971 0.13678 -0.91139 0.12897 -0.55856 0.10374 0.06689 0.07042 0.10832 0.17436 0.46115 0.15662 1.08660 0.13685 0.35283 0.14985 0.97828 0.12905 0.62545 0.10383 0.0037048 2.0001
2461186.3333065 -0.32491 0.06253 -1.37682 0.13425 -1.32226 0.12787 -1.08520 0.10456 -0.27674 0.05891 -1.05191 0.13941 -0.99734 0.13327 -0.76028 0.11110 0.04817 0.06986 0.05456 0.17854 0.29162 0.16266 1.10008 0.13782 0.23706 0.15743 1.04552 0.13161 0.80845 0.10911 0.0037048 2.0008
2461186.3334390 -0.35323 0.06035 -1.35424 0.12925 -1.16980 0.11348 -1.04148 0.10028 -0.30156 0.05924 -1.00102 0.13278 -0.81657 0.11749 -0.68825 0.10479 0.05166 0.06659 0.18444 0.16391 0.31276 0.15506 1.05268 0.13227 0.12832 0.14219 0.86824 0.11692 0.73992 0.10415 0.0037047 2.0012
2461186.3335735 -0.38181 0.06418 -1.25512 0.12022 -1.33131 0.13099 -1.04428 0.09653 -0.31049 0.05915 -0.87331 0.12621 -0.94950 0.13651 -0.66247 0.10389 0.07132 0.07053 -0.07619 0.17021 0.21084 0.14535 0.94463 0.12373 0.28702 0.15438 1.02082 0.13422 0.73380 0.10086 0.0037047 2.0017
2461186.3337067 -0.39698 0.06113 -1.36631 0.13234 -1.32565 0.12564 -1.12910 0.11255 -0.31501 0.06225 -0.96933 0.13641 -0.92867 0.12993 -0.73212 0.11731 0.08197 0.07050 0.04066 0.17509 0.23721 0.16595 1.05130 0.13692 0.19655 0.16066 1.01064 0.13046 0.81409 0.11790 0.0037047 2.0021
2461186.3338399 -0.39042 0.06371 -1.31437 0.12163 -1.19362 0.11050 -1.10123 0.09774 -0.35628 0.05967 -0.92395 0.12759 -0.80320 0.11702 -0.71081 0.10506 0.03414 0.07103 0.12075 0.15630 0.21314 0.14755 0.95809 0.12562 0.09239 0.13852 0.83734 0.11487 0.74495 0.10266 0.0037047 2.0025
2461186.3340380 -0.41060 0.06337 -1.25113 0.11910 -1.23443 0.12162 -1.02920 0.09423 -0.37312 0.06356 -0.84052 0.12469 -0.82382 0.12709 -0.61860 0.10119 0.03749 0.07350 0.01670 0.16224 0.22193 0.14286 0.87801 0.12479 0.20523 0.14497 0.86131 0.12719 0.65608 0.10131 0.0037047 2.0032
2461186.3341707 -0.40827 0.06959 99.99999 9.99999 -1.26412 0.13251 -1.09208 0.10661 -0.35727 0.06592 99.99999 9.99999 -0.85585 0.13869 -0.68381 0.11421 0.05099 0.07761 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.17204 0.16049 0.90685 0.13689 0.73480 0.11201 0.0037047 2.0036
2461186.3343033 -0.37903 0.06183 -1.41057 0.13513 -1.30265 0.11881 -1.01880 0.09473 -0.35979 0.06139 -1.03154 0.13919 -0.92362 0.12341 -0.63977 0.10044 0.01924 0.06988 0.10792 0.17224 0.39177 0.15660 1.05078 0.13900 0.28385 0.14276 0.94286 0.12319 0.65901 0.10017 0.0037047 2.0041
2461186.3344380 -0.44622 0.06325 -1.25769 0.11440 -1.42592 0.13010 -1.24185 0.11652 -0.41402 0.06204 -0.81147 0.12009 -0.97970 0.13512 -0.79563 0.12210 0.03220 0.07198 -0.16822 0.16537 0.01584 0.15491 0.84367 0.11945 0.18407 0.16684 1.01190 0.13456 0.82783 0.12148 0.0037047 2.0045
2461186.3345721 -0.50695 0.06900 -1.36540 0.12423 -1.26898 0.11099 -1.05360 0.10217 -0.35707 0.06072 -0.85845 0.13255 -0.76203 0.12023 -0.54665 0.11214 0.14988 0.07631 0.09642 0.15851 0.31180 0.15247 1.00833 0.12844 0.21538 0.14189 0.91191 0.11567 0.69653 0.10724 0.0037047 2.0050
2461186.3347709 -0.61959 0.06936 -1.34111 0.12259 -1.27706 0.11399 -1.11190 0.09987 -0.39766 0.06053 -0.72152 0.13256 -0.65747 0.12465 -0.49231 0.11188 0.22193 0.07879 0.06404 0.16048 0.22920 0.15078 0.94344 0.12816 0.16516 0.14387 0.87940 0.11996 0.71424 0.10663 0.0037046 2.0057
2461186.3349036 -0.36933 0.06914 -1.26003 0.13257 -1.27429 0.13250 -0.98134 0.10536 -0.22778 0.06304 -0.89070 0.13852 -0.90496 0.13845 -0.61200 0.11275 0.14155 0.07474 -0.01426 0.17878 0.27870 0.15971 1.03225 0.13558 0.29296 0.15965 1.04651 0.13551 0.75355 0.10912 0.0037046 2.0061
2461186.3350369 -0.36778 0.05944 -1.39158 0.12971 -1.32121 0.12017 -1.11602 0.10246 -0.29855 0.05849 -1.02380 0.13365 -0.95342 0.12442 -0.74823 0.10741 0.06924 0.06678 0.07038 0.16962 0.27556 0.15756 1.09303 0.13323 0.20519 0.14981 1.02266 0.12396 0.81747 0.10688 0.0037046 2.0066
2461186.3351714 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.94520 0.12332 -0.97144 0.12552 -0.72659 0.10273 -0.39548 0.08505 -0.02624 0.16359 0.21861 0.14683 0.54972 0.13506 0.24485 0.14868 0.57596 0.13706 0.33111 0.11656 0.0037046 2.0070
2461186.3353054 -0.40388 0.05648 -1.41628 0.12646 -1.38370 0.12642 -1.12408 0.09467 -0.36862 0.05625 -1.01240 0.13107 -0.97982 0.13104 -0.72021 0.10075 0.03526 0.06596 0.03258 0.17312 0.29219 0.15150 1.04766 0.13097 0.25961 0.15147 1.01508 0.13093 0.75547 0.10061 0.0037046 2.0075
2461186.3355045 -0.36024 0.06328 -1.33548 0.12679 -1.23304 0.11680 -1.04694 0.10298 -0.26815 0.05914 -0.97523 0.13206 -0.87280 0.12250 -0.68670 0.10940 0.09210 0.06972 0.10244 0.16455 0.28853 0.15505 1.06733 0.13013 0.18610 0.14699 0.96489 0.12041 0.77880 0.10705 0.0037046 2.0082
2461186.3356336 -0.43552 0.06484 -1.50879 0.14970 -1.11416 0.10540 -1.12668 0.10312 -0.43515 0.06443 -1.07327 0.15478 -0.67864 0.11250 -0.69116 0.11037 0.00037 0.07550 0.39464 0.17568 0.38211 0.17432 1.07364 0.15461 -0.01253 0.13815 0.67901 0.11227 0.69153 0.11013 0.0037046 2.0086
2461186.3357668 -0.35899 0.05706 -1.32739 0.11909 -1.32391 0.12206 99.99999 9.99999 -0.33606 0.05839 -0.96840 0.12308 -0.96492 0.12595 99.99999 9.99999 0.02293 0.06615 0.00348 0.16368 99.99999 9.99999 0.99133 0.12370 99.99999 9.99999 0.98785 0.12656 99.99999 9.99999 0.0037046 2.0091
2461186.3359013 -0.31043 0.05790 -1.29113 0.11922 -1.28419 0.12126 -0.99316 0.09637 -0.24439 0.05671 -0.98070 0.12233 -0.97375 0.12432 -0.68273 0.10019 0.06604 0.06298 0.00695 0.16222 0.29797 0.14456 1.04675 0.12177 0.29102 0.14625 1.03980 0.12377 0.74878 0.09950 0.0037046 2.0096
2461186.3360345 -0.35512 0.05850 -1.34830 0.12105 -1.35046 0.12360 -1.17438 0.10354 -0.39890 0.06041 -0.99318 0.12644 -0.99534 0.12889 -0.81926 0.10980 -0.04378 0.07060 -0.00216 0.16686 0.17392 0.15260 0.94940 0.12734 0.17609 0.15463 0.95156 0.12977 0.77548 0.11083 0.0037046 2.0100
2461186.3362334 -0.05086 0.06121 -1.06656 0.11692 -1.00472 0.11413 -0.79580 0.09634 0.06966 0.05876 -1.01570 0.11780 -0.95386 0.11503 -0.74494 0.09740 0.12053 0.06050 0.06184 0.15218 0.27076 0.13933 1.13623 0.11655 0.20892 0.13699 1.07438 0.11375 0.86546 0.09589 0.0037045 2.0108
2461186.3363659 -0.36885 0.05406 -1.42166 0.12237 -1.44956 0.12995 -1.13482 0.09787 -0.37533 0.05794 -1.05281 0.12596 -1.08070 0.13334 -0.76597 0.10233 -0.00648 0.06519 -0.02789 0.17272 0.28684 0.15008 1.04633 0.12768 0.31473 0.15632 1.07422 0.13496 0.75949 0.10443 0.0037045 2.0112
2461186.3364987 -0.20923 0.05777 -1.21781 0.12114 -1.20716 0.12417 -0.94689 0.10051 -0.60545 0.07422 -1.00858 0.12399 -0.99793 0.12695 -0.73766 0.10394 -0.39623 0.07879 0.01065 0.16570 0.27092 0.14880 0.61236 0.13246 0.26027 0.15127 0.60171 0.13524 0.34144 0.11390 0.0037045 2.0117
2461186.3366327 -0.31661 0.06041 -1.35065 0.12983 -1.12049 0.10894 -1.12263 0.10646 -0.32182 0.06042 -1.03403 0.13440 -0.80387 0.11436 -0.80602 0.11199 -0.00521 0.06971 0.23016 0.16212 0.22801 0.16046 1.02882 0.13441 -0.00215 0.14409 0.79866 0.11436 0.80081 0.11200 0.0037045 2.0122
2461186.3367661 -0.35961 0.05637 -1.42537 0.13111 -1.29863 0.11438 -1.27791 0.11229 -0.33910 0.05474 -1.06575 0.13546 -0.93902 0.11935 -0.91830 0.11734 0.02052 0.06447 0.12674 0.16809 0.14746 0.16667 1.08627 0.13479 0.02072 0.15386 0.95953 0.11858 0.93881 0.11657 0.0037045 2.0127
2461186.3369638 -0.32724 0.05540 -1.25224 0.10924 -1.31743 0.12118 -1.17131 0.10293 -0.34499 0.05590 -0.92500 0.11340 -0.99019 0.12494 -0.84407 0.10733 -0.01775 0.06364 -0.06518 0.15645 0.08093 0.14277 0.90725 0.11364 0.14611 0.15211 0.97243 0.12517 0.82632 0.10759 0.0037045 2.0134
2461186.3372291 -0.28741 0.06267 -1.25468 0.12754 -1.12745 0.11512 -0.91755 0.09799 -0.14538 0.05748 -0.96726 0.13174 -0.84003 0.11976 -0.63013 0.10341 0.14204 0.06629 0.12723 0.16334 0.33713 0.15176 1.10930 0.12935 0.20990 0.14148 0.98207 0.11712 0.77217 0.10034 0.0037045 2.0144
2461186.3374958 -0.46139 0.05556 -1.43666 0.11502 -1.35564 0.11041 -1.27916 0.10224 -0.36262 0.05325 -0.97527 0.11989 -0.89425 0.11548 -0.81777 0.10769 0.09877 0.06310 0.08102 0.15322 0.15750 0.14744 1.07404 0.11884 0.07648 0.14388 0.99302 0.11439 0.91654 0.10652 0.0037044 2.0153
2461186.3376918 -0.20977 0.05955 -1.15386 0.11551 -1.09718 0.10702 -0.97101 0.10174 -0.33782 0.06360 -0.94409 0.11840 -0.88741 0.11013 -0.76125 0.10500 -0.12805 0.06871 0.05668 0.14807 0.18284 0.14430 0.81604 0.12048 0.12617 0.13759 0.75936 0.11237 0.63319 0.10735 0.0037044 2.0161
2461186.3378239 -0.35348 0.06103 -1.25916 0.11932 -1.36059 0.13555 -0.90575 0.09095 -0.39531 0.06429 -0.90568 0.12372 -1.00710 0.13944 -0.55226 0.09665 -0.04183 0.07213 -0.10142 0.17308 0.35342 0.14090 0.86385 0.12536 0.45484 0.15489 0.96527 0.14089 0.51043 0.09874 0.0037044 2.0166
2461186.3379569 -0.16494 0.05712 -1.07204 0.10348 -1.12169 0.11368 -0.95208 0.09288 -0.35523 0.06380 -0.90710 0.10603 -0.95675 0.11600 -0.78714 0.09571 -0.19029 0.06785 -0.04965 0.14458 0.11996 0.12886 0.71681 0.10977 0.16961 0.13719 0.76646 0.11943 0.59685 0.09984 0.0037044 2.0171
2461186.3380897 -0.42612 0.05482 -1.46029 0.12325 -1.50106 0.13388 -1.10367 0.09183 -0.33404 0.05377 -1.03417 0.12724 -1.07494 0.13756 -0.67755 0.09712 0.09208 0.06238 -0.04076 0.17638 0.35662 0.14703 1.12626 0.12679 0.39739 0.15604 1.16702 0.13715 0.76963 0.09653 0.0037044 2.0176
2461186.3382235 -0.51067 0.05906 -1.53049 0.13109 -1.43893 0.12343 -1.24336 0.10295 -0.37107 0.05517 -1.01982 0.13667 -0.92826 0.12935 -0.73269 0.10998 0.13960 0.06738 0.09156 0.17443 0.28713 0.16059 1.15942 0.13504 0.19557 0.15441 1.06786 0.12762 0.87229 0.10794 0.0037044 2.0181
2461186.3384205 -0.42659 0.06670 -1.19143 0.11634 -1.11629 0.10878 -0.91305 0.09315 -0.08038 0.05477 -0.76483 0.12360 -0.68969 0.11651 -0.48646 0.10207 0.34621 0.06885 0.07514 0.15054 0.27837 0.13966 1.11104 0.11759 0.20323 0.13343 1.03590 0.11012 0.83267 0.09470 0.0037044 2.0188
2461186.3385528 -0.18776 0.05707 -1.23667 0.11713 -1.13723 0.11050 -0.94975 0.09516 -0.13268 0.05573 -1.04891 0.11958 -0.94947 0.11309 -0.76199 0.09815 0.05508 0.06070 0.09944 0.15249 0.28692 0.14176 1.10399 0.11894 0.18748 0.13633 1.00455 0.11241 0.81707 0.09737 0.0037044 2.0193
2461186.3386863 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -1.03652 0.11705 -0.95086 0.10954 -0.77592 0.09513 -0.12185 0.06218 0.08566 0.14994 0.26061 0.13976 0.91467 0.11979 0.17495 0.13353 0.82901 0.11246 0.65406 0.09848 0.0037044 2.0198
2461186.3388207 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.87526 0.10812 -0.70244 0.09568 -0.12366 0.06662 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.17282 0.13045 0.75160 0.11091 0.57878 0.09882 0.0037043 2.0204
2461186.3389538 -0.20554 0.05800 -1.11246 0.10878 -0.99593 0.09763 -1.01362 0.09859 -0.30003 0.06099 -0.90692 0.11172 -0.79039 0.10089 -0.80808 0.10182 -0.09449 0.06609 0.11653 0.13656 0.09883 0.13724 0.81242 0.11330 -0.01770 0.12859 0.69589 0.10264 0.71359 0.10355 0.0037043 2.0209
2461186.3391535 -0.58402 0.05995 -1.48512 0.12352 -1.42062 0.11327 -1.03061 0.08306 -0.54198 0.05988 -0.90110 0.13029 -0.83660 0.12062 -0.44659 0.09283 0.04204 0.07283 0.06450 0.16190 0.45451 0.14241 0.94314 0.13026 0.39001 0.13362 0.87864 0.12058 0.48863 0.09278 0.0037043 2.0216
2461186.3392855 -0.35339 0.05250 -1.37159 0.11005 -1.26644 0.10164 -1.02334 0.08822 -0.42046 0.05689 -1.01820 0.11406 -0.91305 0.10597 -0.66994 0.09318 -0.06707 0.06431 0.10515 0.14347 0.34825 0.13430 0.95113 0.11615 0.24310 0.12750 0.84598 0.10822 0.60287 0.09572 0.0037043 2.0222
2461186.3394190 -0.61291 0.05788 -1.53946 0.12047 -1.48084 0.11352 -1.09763 0.08350 -0.58038 0.06035 -0.92655 0.12721 -0.86793 0.12065 -0.48472 0.09296 0.03253 0.07288 0.05862 0.16038 0.44183 0.14073 0.95908 0.12836 0.38320 0.13483 0.90046 0.12186 0.51725 0.09452 0.0037043 2.0227
2461186.3395523 -0.41346 0.06167 -1.38024 0.12818 -1.26294 0.11728 -1.04677 0.09523 -0.10855 0.05215 -0.96678 0.13327 -0.84948 0.12282 -0.63331 0.10197 0.30491 0.06363 0.11730 0.16646 0.33347 0.15174 1.27169 0.12914 0.21618 0.14265 1.15439 0.11832 0.93822 0.09651 0.0037043 2.0232
2461186.3396869 -0.38284 0.05796 -1.42922 0.12513 -1.30210 0.11157 -0.91214 0.08273 -0.20717 0.05298 -1.04638 0.12987 -0.91927 0.11686 -0.52930 0.08974 0.17567 0.06337 0.12711 0.16111 0.51708 0.14266 1.22205 0.12773 0.38997 0.13093 1.09494 0.11447 0.70497 0.08661 0.0037043 2.0237
2461186.3398871 -0.41503 0.04821 -1.45463 0.10998 -1.47157 0.11243 -1.14758 0.08298 -0.37959 0.04763 -1.03960 0.11388 -1.05654 0.11625 -0.73255 0.08809 0.03544 0.05606 -0.01694 0.15259 0.30705 0.13240 1.07504 0.11364 0.32399 0.13444 1.09198 0.11601 0.76799 0.08777 0.0037043 2.0245
2461186.3400197 -0.43369 0.05257 -1.40137 0.10827 -1.50596 0.11687 -1.20137 0.08939 -0.35063 0.04917 -0.96768 0.11330 -1.07227 0.12155 -0.76768 0.09542 0.08306 0.05943 -0.10460 0.15405 0.20000 0.13440 1.05074 0.11176 0.30460 0.14142 1.15533 0.12012 0.85074 0.09359 0.0037043 2.0251
2461186.3401528 -0.33791 0.05334 -1.26758 0.10533 -1.27463 0.10556 -0.97504 0.08209 -0.25577 0.04944 -0.92968 0.10931 -0.93672 0.10954 -0.63714 0.08714 0.08214 0.05744 -0.00705 0.14230 0.29254 0.12587 1.01181 0.10747 0.29959 0.12607 1.01886 0.10770 0.71927 0.08481 0.0037042 2.0256
2461186.3402873 -0.44225 0.05853 -1.31836 0.11192 -1.25679 0.10863 -1.09266 0.09635 -0.51253 0.06096 -0.87611 0.11754 -0.81455 0.11441 -0.65042 0.10282 -0.07028 0.07075 0.06156 0.14897 0.22569 0.14026 0.80583 0.11877 0.16413 0.13765 0.74426 0.11567 0.58013 0.10422 0.0037042 2.0261
2461186.3404213 -0.37321 0.04686 -1.42001 0.10541 -1.50848 0.11176 -1.26430 0.09447 -0.32229 0.04625 -1.04681 0.10880 -1.13527 0.11497 -0.89109 0.09825 0.05092 0.05354 -0.08847 0.14877 0.15571 0.13626 1.09772 0.10854 0.24418 0.14123 1.18619 0.11472 0.94201 0.09796 0.0037042 2.0267
2461186.3406214 -0.41059 0.06253 -1.30150 0.11973 -1.43471 0.13818 -1.04310 0.10110 -0.45117 0.06437 -0.89091 0.12544 -1.02412 0.14316 -0.63251 0.10780 -0.04058 0.07446 -0.13321 0.17584 0.25839 0.14848 0.85033 0.12637 0.39160 0.16372 0.98354 0.14397 0.59193 0.10888 0.0037042 2.0275
2461186.3407542 -0.31640 0.04842 -1.37936 0.10797 -1.29430 0.09527 -1.11562 0.08527 -0.34312 0.04905 -1.06296 0.11136 -0.97790 0.09910 -0.79922 0.08952 -0.02672 0.05611 0.08507 0.13833 0.26374 0.13164 1.03625 0.11163 0.17867 0.12144 0.95118 0.09940 0.77251 0.08986 0.0037042 2.0280
2461186.3408876 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -1.11060 0.12174 -1.08511 0.11835 -0.74691 0.09373 0.04885 0.05869 0.02549 0.15876 0.36369 0.14137 1.15945 0.12102 0.33820 0.13846 1.13396 0.11760 0.79576 0.09279 0.0037042 2.0286
2461186.3410220 -0.38417 0.05090 -1.48812 0.11540 -1.19365 0.09062 -1.09116 0.08575 -0.33389 0.04958 -1.10395 0.11940 -0.80948 0.09567 -0.70698 0.09108 0.05028 0.05831 0.29447 0.14099 0.39697 0.13792 1.15423 0.11885 0.10250 0.11797 0.85976 0.09498 0.75726 0.09035 0.0037042 2.0291
2461186.3411556 -0.28261 0.05130 -1.30518 0.10541 -1.24688 0.10025 -1.10890 0.09126 -0.39611 0.05491 -1.02257 0.10841 -0.96427 0.10341 -0.82630 0.09471 -0.11350 0.06048 0.05830 0.13847 0.19628 0.13210 0.90907 0.11017 0.13797 0.12802 0.85077 0.10525 0.71279 0.09672 0.0037042 2.0297
2461186.3413524 -0.42159 0.04575 -1.67140 0.12758 -1.48511 0.10444 -1.35218 0.09507 -0.58592 0.05190 -1.24980 0.13055 -1.06352 0.10804 -0.93059 0.09902 -0.16432 0.05882 0.18628 0.16080 0.31922 0.15488 1.08548 0.13283 0.13293 0.13645 0.89920 0.11078 0.76626 0.10200 0.0037042 2.0305
2461186.3414849 -0.42976 0.04707 -1.45500 0.10222 -1.39995 0.10071 -1.21624 0.08574 -0.37059 0.04556 -1.02524 0.10634 -0.97019 0.10490 -0.78648 0.09061 0.05917 0.05419 0.05505 0.13870 0.23876 0.12823 1.08440 0.10569 0.18371 0.12704 1.02936 0.10423 0.84565 0.08984 0.0037041 2.0310
2461186.3416185 -0.40195 0.04722 -1.43780 0.10577 -1.36052 0.10110 -1.14946 0.08675 -0.39053 0.04876 -1.03585 0.10930 -0.95857 0.10479 -0.74750 0.09102 0.01142 0.05600 0.07728 0.14120 0.28834 0.13131 1.04727 0.10997 0.21107 0.12758 0.96999 0.10549 0.75892 0.09183 0.0037041 2.0316
2461186.3417522 -0.41385 0.04791 -1.52041 0.10846 -1.34537 0.09317 -1.23064 0.09009 -0.35644 0.04689 -1.10656 0.11230 -0.93152 0.09761 -0.81679 0.09468 0.05741 0.05520 0.17505 0.13783 0.28977 0.13577 1.16397 0.11187 0.11473 0.12390 0.98893 0.09712 0.87420 0.09417 0.0037041 2.0321
