JDHEL V-C s1 V-K1 s2 V-K2 s3 V-K3 s4 V-K4 s5 C-K1 s6 C-K2 s7 C-K3 s8 C-K4 s9 K1-K2 s10 K1-K3 s11 K1-K4 s12 K2-K3 s13 K2-K4 s14 K3-K4 s15 HELCOR AIRMASS
Aperture: 2, Filter: IRCUT, JD: heliocentric
2461186.3549354 -0.53704 0.03747 -1.40939 0.07281 -1.48866 0.08013 -1.30652 0.06857 -0.54796 0.03835 -0.87235 0.07679 -0.95161 0.08376 -0.76947 0.07279 -0.01091 0.04546 -0.07926 0.10447 0.10288 0.09589 0.86143 0.07723 0.18214 0.10156 0.94070 0.08416 0.75856 0.07324 0.0037031 2.0980
2461186.3550683 99.99999 9.99999 -1.41149 0.07359 -1.26432 0.06438 -1.08352 0.05472 -0.28174 0.03254 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.14718 0.09374 0.32798 0.08738 1.12976 0.07550 0.18080 0.07978 0.98258 0.06656 0.80178 0.05726 0.0037031 2.0988
2461186.3552021 -0.37469 0.03188 -1.46270 0.07089 -1.43066 0.07075 99.99999 9.99999 99.99999 9.99999 -1.08801 0.07336 -1.05597 0.07322 99.99999 9.99999 99.99999 9.99999 0.03204 0.09680 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0037031 2.0996
2461186.3553348 -0.34732 0.03154 -1.51205 0.07764 -1.34422 0.06957 -1.25014 0.06363 -0.28744 0.03062 -1.16474 0.07956 -0.99691 0.07170 -0.90282 0.06596 0.05988 0.03519 0.16783 0.10087 0.26191 0.09687 1.22461 0.07920 0.09409 0.09053 1.05679 0.07130 0.96270 0.06552 0.0037031 2.1004
2461186.3557987 -0.28079 0.03295 -1.32223 0.07091 -1.28333 0.06668 -0.99818 0.05475 -0.26282 0.03259 -1.04144 0.07264 -1.00254 0.06852 -0.71738 0.05697 0.01797 0.03621 0.03890 0.09294 0.32405 0.08478 1.05941 0.07248 0.28516 0.08128 1.02051 0.06835 0.73536 0.05677 0.0037031 2.1031
2461186.3559308 -0.53584 0.03228 -1.76678 0.08817 -1.46145 0.06843 -1.31953 0.06012 -0.47439 0.03175 -1.23095 0.09076 -0.92562 0.07173 -0.78369 0.06386 0.06145 0.03836 0.30533 0.10898 0.44725 0.10397 1.29240 0.09057 0.14192 0.08785 0.98707 0.07150 0.84514 0.06359 0.0037031 2.1039
2461186.3560634 -0.32423 0.03206 -1.34251 0.06889 -1.27868 0.06419 -1.10395 0.05775 -0.30439 0.03280 -1.01828 0.07072 -0.95445 0.06615 -0.77972 0.05993 0.01984 0.03650 0.06383 0.08996 0.23856 0.08549 1.03812 0.07106 0.17473 0.08175 0.97429 0.06652 0.79956 0.06033 0.0037031 2.1047
2461186.3562620 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.85868 0.07889 -0.81530 0.07622 -0.66650 0.06854 0.14481 0.04406 0.04338 0.09930 0.19219 0.09353 1.00349 0.07741 0.14880 0.09129 0.96010 0.07468 0.81130 0.06682 0.0037030 2.1059
2461186.3563949 -0.37618 0.03396 -1.48302 0.07996 -1.33461 0.06937 -1.08500 0.05696 -0.29819 0.03217 -1.10684 0.08248 -0.95843 0.07227 -0.70882 0.06045 0.07799 0.03801 0.14841 0.10229 0.39802 0.09431 1.18483 0.08176 0.24961 0.08552 1.03642 0.07145 0.78681 0.05946 0.0037030 2.1067
2461186.3565271 -0.63187 0.03457 -1.57950 0.07452 -1.44769 0.06540 -1.34548 0.06234 99.99999 9.99999 -0.94763 0.07863 -0.81582 0.07004 -0.71361 0.06719 99.99999 9.99999 0.13181 0.09625 0.23401 0.09420 99.99999 9.99999 0.10220 0.08716 99.99999 9.99999 99.99999 9.99999 0.0037030 2.1075
2461186.3566597 -0.46381 0.03267 -1.51990 0.07467 -1.43577 0.06669 -1.30959 0.06242 -0.36287 0.03033 -1.05608 0.07749 -0.97196 0.06983 -0.84578 0.06577 0.10095 0.03672 0.08412 0.09687 0.21030 0.09399 1.15703 0.07653 0.12618 0.08778 1.07291 0.06876 0.94672 0.06464 0.0037030 2.1083
2461186.3567931 -0.52697 0.03192 -1.60774 0.07469 -1.57361 0.07211 -1.34419 0.05910 -0.49098 0.03057 -1.08077 0.07770 -1.04664 0.07522 -0.81722 0.06287 0.03598 0.03734 0.03413 0.10108 0.26354 0.09226 1.11675 0.07716 0.22941 0.09018 1.08262 0.07466 0.85321 0.06220 0.0037030 2.1091
2461186.3571248 -0.35119 0.03624 -1.14390 0.06483 -1.20291 0.06928 -1.13176 0.06255 -0.30717 0.03581 -0.79271 0.06815 -0.85171 0.07239 -0.78057 0.06597 0.04402 0.04151 -0.05900 0.09016 0.01214 0.08510 0.83673 0.06792 0.07114 0.08853 0.89573 0.07217 0.82459 0.06574 0.0037030 2.1111
2461186.3572569 -0.42063 0.03180 -1.40384 0.06621 -1.38112 0.06564 -1.15004 0.05428 -0.39532 0.03200 -0.98321 0.06919 -0.96049 0.06865 -0.72941 0.05788 0.02530 0.03779 0.02272 0.08992 0.25380 0.08199 1.00852 0.06928 0.23108 0.08153 0.98580 0.06874 0.75472 0.05799 0.0037030 2.1120
2461186.3573907 -0.28437 0.03603 -1.10463 0.06544 -1.30760 0.07782 99.99999 9.99999 -0.23264 0.03561 -0.82026 0.06776 -1.02323 0.07978 99.99999 9.99999 0.05173 0.03971 -0.20297 0.09669 99.99999 9.99999 0.87199 0.06753 99.99999 9.99999 1.07496 0.07959 99.99999 9.99999 0.0037030 2.1128
2461186.3575232 -0.30958 0.03345 -1.18720 0.06069 -1.26171 0.06511 99.99999 9.99999 99.99999 9.99999 -0.87762 0.06316 -0.95214 0.06743 99.99999 9.99999 99.99999 9.99999 -0.07451 0.08432 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0037029 2.1136
2461186.3577175 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -1.17162 0.08731 -0.75374 0.06628 -0.67943 0.06236 0.05429 0.04043 0.41789 0.10181 0.49220 0.09930 1.22591 0.08722 0.07431 0.08143 0.80802 0.06616 0.73372 0.06224 0.0037029 2.1148
2461186.3578499 99.99999 9.99999 -1.65159 0.06837 -1.61480 0.07056 -1.38084 0.05580 -0.47652 0.02780 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.03678 0.09592 0.27074 0.08564 1.17507 0.07067 0.23396 0.08741 1.13829 0.07280 0.90433 0.05860 0.0037029 2.1156
2461186.3579834 -0.32874 0.03081 -1.35289 0.06364 -1.27713 0.06255 -1.11015 0.05364 -0.54657 0.03575 -1.02415 0.06573 -0.94839 0.06467 -0.78142 0.05610 -0.21783 0.03934 0.07576 0.08534 0.24273 0.07904 0.80632 0.06818 0.16697 0.07817 0.73056 0.06717 0.56358 0.05895 0.0037029 2.1165
2461186.3581179 99.99999 9.99999 -1.39596 0.06465 -1.32414 0.06418 99.99999 9.99999 -0.67148 0.03820 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.07182 0.08772 99.99999 9.99999 0.72448 0.07095 99.99999 9.99999 0.65266 0.07052 99.99999 9.99999 0.0037029 2.1173
2461186.3582521 -0.62833 0.03803 -1.42923 0.07152 -1.38558 0.07085 -1.11394 0.05687 -0.26272 0.03074 -0.80090 0.07646 -0.75725 0.07583 -0.48561 0.06297 0.36562 0.04094 0.04365 0.09706 0.31529 0.08738 1.16651 0.07311 0.27164 0.08683 1.12287 0.07245 0.85122 0.05886 0.0037029 2.1182
2461186.3584496 99.99999 9.99999 -1.36755 0.06788 -1.38540 0.06858 -1.08733 0.05208 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.01785 0.09296 0.28022 0.08154 99.99999 9.99999 0.29807 0.08213 99.99999 9.99999 99.99999 9.99999 0.0037029 2.1194
2461186.3585818 -0.41313 0.03158 -1.53336 0.07652 -1.33224 0.06197 -1.17883 0.05351 -0.45231 0.03307 -1.12023 0.07886 -0.91912 0.06484 -0.76570 0.05681 -0.03918 0.03818 0.20112 0.09519 0.35453 0.08992 1.08106 0.07947 0.15341 0.07791 0.87994 0.06558 0.72652 0.05765 0.0037029 2.1202
2461186.3587157 -0.63101 0.03437 -1.64740 0.07581 -1.54728 0.06836 -1.32293 0.05878 -0.47208 0.02999 -1.01639 0.07995 -0.91627 0.07292 -0.69192 0.06403 0.15893 0.03930 0.10013 0.09942 0.32447 0.09309 1.17533 0.07817 0.22435 0.08713 1.07520 0.07097 0.85085 0.06179 0.0037029 2.1211
2461186.3588498 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.78283 0.07399 -0.67315 0.06586 -0.52431 0.06002 99.99999 9.99999 0.10969 0.08758 0.25852 0.08329 99.99999 9.99999 0.14884 0.07616 99.99999 9.99999 99.99999 9.99999 0.0037028 2.1219
2461186.3589824 -0.54147 0.02904 -1.68176 0.07475 -1.47704 0.05934 -1.34971 0.05626 -0.70112 0.03230 -1.14029 0.07720 -0.93557 0.06239 -0.80824 0.05948 -0.15965 0.03763 0.20472 0.09294 0.33205 0.09101 0.98064 0.07849 0.12733 0.07883 0.77592 0.06398 0.64859 0.06113 0.0037028 2.1228
2461186.3591806 -0.64877 0.03240 -1.58390 0.07057 -1.48631 0.06312 -1.33856 0.05516 -0.45018 0.02830 -0.93513 0.07437 -0.83754 0.06734 -0.68979 0.05994 0.19859 0.03676 0.09759 0.09200 0.24534 0.08674 1.13372 0.07268 0.14775 0.08079 1.03613 0.06547 0.88838 0.05783 0.0037028 2.1241
2461186.3593129 -0.48733 0.02966 -1.68106 0.07540 -1.60035 0.07059 -1.14215 0.04808 -0.47545 0.03031 -1.19373 0.07789 -1.11301 0.07324 -0.65481 0.05190 0.01188 0.03607 0.08072 0.10085 0.53892 0.08659 1.20561 0.07814 0.45820 0.08244 1.12490 0.07351 0.66670 0.05227 0.0037028 2.1249
2461186.3594453 -0.49088 0.03033 -1.48860 0.06782 -1.47249 0.06738 -1.38172 0.06230 -0.43081 0.03030 -0.99771 0.07047 -0.98160 0.07005 -0.89083 0.06517 0.06007 0.03584 0.01611 0.09266 0.10688 0.08903 1.05778 0.07045 0.09077 0.08870 1.04167 0.07003 0.95090 0.06516 0.0037028 2.1258
2461186.3595783 -0.56767 0.03318 -1.55311 0.07205 -1.63389 0.07630 -1.33360 0.06081 -0.46844 0.03035 -0.98544 0.07577 -1.06622 0.07983 -0.76593 0.06518 0.09923 0.03836 -0.08079 0.10229 0.21951 0.09131 1.08467 0.07458 0.30030 0.09470 1.16545 0.07869 0.86516 0.06378 0.0037028 2.1266
2461186.3597133 -0.42654 0.03260 -1.41583 0.06945 -1.38970 0.06605 -1.17949 0.05746 -0.35714 0.03196 -0.98928 0.07212 -0.96315 0.06885 -0.75295 0.06067 0.06941 0.03742 0.02613 0.09220 0.23634 0.08626 1.05869 0.07183 0.21021 0.08355 1.03256 0.06855 0.82235 0.06033 0.0037028 2.1275
2461186.3599121 -0.39359 0.03730 -1.46160 0.07780 -1.43770 0.08066 -1.18944 0.06375 -0.17852 0.03303 -1.06802 0.08112 -1.04411 0.08388 -0.79585 0.06777 0.21506 0.04024 0.02390 0.10815 0.27217 0.09619 1.28308 0.07925 0.24826 0.09853 1.25918 0.08206 1.01091 0.06551 0.0037028 2.1288
2461186.3601775 -0.56679 0.03204 -1.60203 0.07142 -1.38859 0.05960 -1.35426 0.05906 -0.62362 0.03293 -1.03523 0.07455 -0.82180 0.06332 -0.78747 0.06281 -0.05683 0.03926 0.21343 0.08991 0.24776 0.08956 0.97840 0.07494 0.03433 0.08044 0.76497 0.06377 0.73064 0.06327 0.0037027 2.1306
2461186.3603098 -0.56334 0.02976 -1.74045 0.07632 -1.51374 0.06255 -1.40260 0.05816 -0.49204 0.02863 -1.17711 0.07906 -0.95040 0.06587 -0.83926 0.06171 0.07130 0.03529 0.22671 0.09632 0.33785 0.09353 1.24841 0.07864 0.11114 0.08268 1.02170 0.06537 0.91056 0.06117 0.0037027 2.1314
2461186.3604425 -0.61876 0.03049 -1.70578 0.07335 -1.46849 0.06009 -1.41209 0.05696 -0.47596 0.02844 -1.08703 0.07644 -0.84973 0.06382 -0.79333 0.06088 0.14280 0.03566 0.23729 0.09233 0.29369 0.09032 1.22982 0.07564 0.05640 0.07993 0.99253 0.06287 0.93613 0.05989 0.0037027 2.1323
2461186.3606376 -0.56491 0.03081 -1.60835 0.07067 -1.41827 0.05999 -1.30309 0.05584 -0.53028 0.02976 -1.04345 0.07374 -0.85336 0.06358 -0.73818 0.05968 0.03462 0.03646 0.19008 0.08993 0.30526 0.08721 1.07807 0.07331 0.11518 0.07881 0.88799 0.06308 0.77281 0.05915 0.0037027 2.1336
2461186.3607697 -0.65482 0.03065 -1.65375 0.06833 -1.64220 0.06944 -1.43328 0.05599 -0.58135 0.02793 -0.99892 0.07197 -0.98738 0.07302 -0.77846 0.06037 0.07347 0.03592 0.01154 0.09519 0.22047 0.08588 1.07239 0.07086 0.20892 0.08676 1.06085 0.07192 0.85193 0.05904 0.0037027 2.1345
2461186.3609031 -0.59442 0.03148 -1.57810 0.06941 -1.58494 0.06831 -1.27343 0.05434 -0.49681 0.02979 -0.98369 0.07277 -0.99053 0.07172 -0.67902 0.05857 0.09760 0.03695 -0.00684 0.09471 0.30467 0.08519 1.08129 0.07206 0.31151 0.08429 1.08813 0.07099 0.77662 0.05768 0.0037027 2.1354
2461186.3610377 -0.36782 0.03527 -1.32973 0.07316 -1.14655 0.06229 99.99999 9.99999 -0.36099 0.03434 -0.96192 0.07602 -0.77873 0.06563 99.99999 9.99999 0.00682 0.04008 0.18319 0.09173 99.99999 9.99999 0.96874 0.07559 99.99999 9.99999 0.78555 0.06514 99.99999 9.99999 0.0037027 2.1363
2461186.3611716 -0.54397 0.03563 -1.52548 0.07682 -1.37842 0.06862 -1.10141 0.05276 99.99999 9.99999 -0.98151 0.08032 -0.83445 0.07251 -0.55744 0.05773 99.99999 9.99999 0.14706 0.09945 0.42407 0.08925 99.99999 9.99999 0.27701 0.08229 99.99999 9.99999 99.99999 9.99999 0.0037027 2.1372
2461186.3613662 -0.60524 0.03524 99.99999 9.99999 99.99999 9.99999 -1.21557 0.05444 -0.53073 0.03270 99.99999 9.99999 99.99999 9.99999 -0.61032 0.05998 0.07451 0.04127 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.68483 0.05852 0.0037027 2.1385
2461186.3614983 -0.41364 0.03622 -1.61970 0.09746 -1.42255 0.08118 -1.18366 0.06581 -0.33409 0.03521 -1.20606 0.09990 -1.00891 0.08409 -0.77002 0.06937 0.07954 0.04149 0.19715 0.12352 0.43604 0.11401 1.28561 0.09954 0.23889 0.10045 1.08845 0.08367 0.84956 0.06885 0.0037026 2.1394
2461186.3616306 99.99999 9.99999 -1.37181 0.07498 -1.46091 0.07592 -1.28869 0.06680 -0.15961 0.03119 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.08910 0.10268 0.08313 0.09613 1.21220 0.07584 0.17222 0.09687 1.30130 0.07677 1.12907 0.06777 0.0037026 2.1403
2461186.3617635 -0.56137 0.03649 -1.30385 0.06468 -1.29511 0.06444 99.99999 9.99999 -0.47484 0.03544 -0.74249 0.06932 -0.73375 0.06910 99.99999 9.99999 0.08653 0.04335 0.00874 0.08733 99.99999 9.99999 0.82902 0.06878 99.99999 9.99999 0.82028 0.06855 99.99999 9.99999 0.0037026 2.1412
2461186.3618976 99.99999 9.99999 -1.46760 0.07206 -1.38831 0.06741 -1.13009 0.05280 -0.43934 0.03291 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.07929 0.09544 0.33751 0.08575 1.02826 0.07515 0.25822 0.08187 0.94897 0.07070 0.69075 0.05694 0.0037026 2.1421
2461186.3620967 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.67091 0.07885 -0.54805 0.07009 -0.34997 0.06375 0.23044 0.04779 0.12286 0.09151 0.32094 0.08674 0.90135 0.07580 0.19808 0.07887 0.77849 0.06664 0.58041 0.05992 0.0037026 2.1435
2461186.3622292 -0.49891 0.03377 -1.33392 0.06804 -1.39925 0.06809 -1.09163 0.05234 -0.48200 0.03356 -0.83501 0.07120 -0.90035 0.07125 -0.59272 0.05639 0.01691 0.03958 -0.06533 0.09255 0.24229 0.08166 0.85192 0.07110 0.30763 0.08171 0.91725 0.07115 0.60962 0.05626 0.0037026 2.1444
2461186.3623623 99.99999 9.99999 -1.50453 0.06718 -1.47585 0.06558 -1.14732 0.05119 -0.38590 0.02886 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.02868 0.09101 0.35721 0.08126 1.11863 0.06939 0.32853 0.07994 1.08995 0.06785 0.76142 0.05406 0.0037026 2.1453
2461186.3624974 -0.62046 0.03244 -1.60438 0.07173 -1.68445 0.07515 -1.31517 0.05319 -0.52671 0.03060 -0.98392 0.07539 -1.06399 0.07864 -0.69471 0.05802 0.09375 0.03840 -0.08007 0.10138 0.28921 0.08637 1.07767 0.07461 0.36928 0.08923 1.15774 0.07790 0.78845 0.05701 0.0037026 2.1462
2461186.3626316 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -1.13998 0.07794 -0.86142 0.06363 -0.67285 0.05519 0.05923 0.03535 0.27856 0.09403 0.46713 0.08854 1.19921 0.07774 0.18857 0.07625 0.92066 0.06338 0.73208 0.05490 0.0037026 2.1471
2461186.3628320 -0.48528 0.03436 -1.30859 0.06663 -1.43979 0.07325 -1.12920 0.05611 -0.53279 0.03678 -0.82331 0.06980 -0.95451 0.07614 -0.64392 0.05984 -0.04751 0.04225 -0.13121 0.09517 0.17939 0.08271 0.77579 0.07103 0.31059 0.08812 0.90700 0.07727 0.59640 0.06126 0.0037025 2.1485
2461186.3629646 -0.54361 0.02971 -1.73285 0.07465 -1.70616 0.07623 -1.31781 0.05424 -0.56672 0.03005 -1.18924 0.07724 -1.16256 0.07876 -0.77421 0.05775 -0.02311 0.03600 0.02669 0.10437 0.41503 0.08958 1.16613 0.07737 0.38835 0.09090 1.13944 0.07889 0.75109 0.05792 0.0037025 2.1495
2461186.3630982 -0.52208 0.03066 -1.55116 0.06757 -1.49755 0.06404 -1.37422 0.05948 -0.51182 0.02889 -1.02908 0.07055 -0.97547 0.06718 -0.85213 0.06285 0.01027 0.03531 0.05361 0.09021 0.17695 0.08703 1.03935 0.06980 0.12333 0.08433 0.98573 0.06639 0.86240 0.06200 0.0037025 2.1504
2461186.3632335 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -1.08183 0.07275 -0.92029 0.06444 -0.72523 0.05463 0.01794 0.03516 0.16154 0.09076 0.35661 0.08408 1.09977 0.07295 0.19507 0.07701 0.93824 0.06467 0.74317 0.05490 0.0037025 2.1514
2461186.3633678 -0.51972 0.03341 -1.58483 0.07928 -1.50251 0.07568 -1.22895 0.05856 -0.43824 0.03304 -1.06511 0.08185 -0.98279 0.07837 -0.70923 0.06200 0.08149 0.03880 0.08232 0.10635 0.35588 0.09493 1.14659 0.08170 0.27356 0.09195 1.06427 0.07821 0.79072 0.06180 0.0037025 2.1523
2461186.3636975 -0.50335 0.03358 -1.44722 0.07118 -1.38697 0.06963 -1.09662 0.05599 -0.24793 0.03043 -0.94387 0.07421 -0.88362 0.07274 -0.59327 0.05981 0.25541 0.03698 0.06024 0.09607 0.35060 0.08669 1.19928 0.07285 0.29036 0.08543 1.13904 0.07134 0.84868 0.05810 0.0037025 2.1546
2461186.3638299 -0.59859 0.03009 -1.58545 0.06676 -1.69449 0.07293 -1.45865 0.06268 -0.48924 0.02890 -0.98685 0.06996 -1.09589 0.07587 -0.86005 0.06608 0.10936 0.03568 -0.10904 0.09648 0.12680 0.08898 1.09621 0.06946 0.23584 0.09370 1.20525 0.07541 0.96941 0.06555 0.0037025 2.1556
2461186.3639639 -0.31030 0.03225 -1.42322 0.07530 -1.43945 0.07738 -1.31634 0.06667 -0.38902 0.03399 -1.11292 0.07739 -1.12915 0.07942 -1.00604 0.06902 -0.07872 0.03841 -0.01622 0.10458 0.10688 0.09692 1.03420 0.07814 0.12310 0.09855 1.05042 0.08014 0.92732 0.06985 0.0037025 2.1565
2461186.3640965 -0.48030 0.03660 -1.31859 0.06814 -1.27010 0.06553 -1.31903 0.06854 -0.22886 0.03191 -0.83829 0.07207 -0.78981 0.06961 -0.83874 0.07244 0.25144 0.03961 0.04849 0.09027 -0.00044 0.09248 1.08973 0.06981 -0.04893 0.09057 1.04125 0.06726 1.09018 0.07019 0.0037024 2.1575
2461186.3642929 99.99999 9.99999 -1.53365 0.07435 -1.36612 0.06217 -1.04674 0.05003 -0.32166 0.02884 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.16752 0.09368 0.48690 0.08610 1.21198 0.07578 0.31938 0.07583 1.04446 0.06387 0.72508 0.05212 0.0037024 2.1589
2461186.3644252 -0.63243 0.03277 -1.62904 0.07344 -1.46128 0.06414 -1.43790 0.06355 -0.58651 0.03186 -0.99660 0.07698 -0.82885 0.06816 -0.80547 0.06761 0.04592 0.03934 0.16776 0.09469 0.19113 0.09429 1.04253 0.07660 0.02337 0.08724 0.87477 0.06773 0.85140 0.06718 0.0037024 2.1598
2461186.3645590 -0.57230 0.03624 -1.50945 0.07489 -1.31991 0.06314 -1.15860 0.05518 -0.44897 0.03281 -0.93715 0.07894 -0.74761 0.06789 -0.58630 0.06056 0.12333 0.04123 0.18954 0.09436 0.35085 0.08923 1.06048 0.07743 0.16131 0.07963 0.87094 0.06613 0.70963 0.05858 0.0037024 2.1608
2461186.3646944 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.90989 0.07570 -0.72143 0.06588 -0.73940 0.06654 0.08976 0.04196 0.18846 0.09112 0.17049 0.09160 0.99965 0.07565 -0.01798 0.08367 0.81119 0.06583 0.82916 0.06650 0.0037024 2.1618
2461186.3648285 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -1.23403 0.08252 99.99999 9.99999 -0.81228 0.05703 -0.17289 0.03743 99.99999 9.99999 0.42175 0.09439 1.06114 0.08402 99.99999 9.99999 99.99999 9.99999 0.63939 0.05917 0.0037024 2.1628
2461186.3650258 -0.57389 0.02799 -1.54625 0.06147 -1.46644 0.05809 -1.46020 0.05819 -0.59353 0.02842 -0.97236 0.06439 -0.89256 0.06117 -0.88631 0.06126 -0.01964 0.03427 0.07981 0.08208 0.08605 0.08215 0.95272 0.06458 0.00624 0.07965 0.87292 0.06136 0.86667 0.06146 0.0037024 2.1642
2461186.3652925 -0.56881 0.02996 -1.63378 0.07210 -1.51764 0.06693 -1.33275 0.05475 -0.47031 0.02830 -1.06497 0.07488 -0.94883 0.06992 -0.76394 0.05837 0.09850 0.03479 0.11613 0.09586 0.30103 0.08779 1.16346 0.07423 0.18489 0.08360 1.04733 0.06922 0.86244 0.05753 0.0037024 2.1662
2461186.3654251 -0.44307 0.03409 -1.45340 0.07314 -1.25006 0.06266 -1.03332 0.05085 99.99999 9.99999 -1.01033 0.07625 -0.80699 0.06627 -0.59025 0.05523 99.99999 9.99999 0.20334 0.09262 0.42008 0.08507 99.99999 9.99999 0.21674 0.07626 99.99999 9.99999 99.99999 9.99999 0.0037023 2.1671
2461186.3655585 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 -0.87141 0.07051 -0.74596 0.06454 -0.60079 0.05712 0.01541 0.04097 0.12545 0.08675 0.27062 0.08138 0.88683 0.07098 0.14517 0.07627 0.76138 0.06506 0.61621 0.05770 0.0037023 2.1681
2461186.3656928 -0.41028 0.03115 -1.42988 0.06782 -1.37242 0.06070 -1.15030 0.05472 -0.30161 0.02846 -1.01960 0.07047 -0.96215 0.06365 -0.74002 0.05797 0.10866 0.03431 0.05746 0.08764 0.27958 0.08361 1.12827 0.06933 0.22213 0.07795 1.07081 0.06238 0.84869 0.05658 0.0037023 2.1691
2461186.3660227 -0.39371 0.02983 -1.48617 0.06888 -1.40915 0.06417 -1.12019 0.05216 -0.34419 0.02925 -1.09246 0.07095 -1.01544 0.06639 -0.72648 0.05487 0.04951 0.03385 0.07702 0.09090 0.36598 0.08286 1.14198 0.07071 0.28896 0.07899 1.06495 0.06614 0.77599 0.05456 0.0037023 2.1716
2461186.3661582 -0.57386 0.02972 -1.68124 0.07141 -1.52886 0.06384 -1.31495 0.05377 -0.46760 0.02784 -1.10738 0.07401 -0.95500 0.06674 -0.74109 0.05718 0.10626 0.03397 0.15238 0.09312 0.36629 0.08652 1.21364 0.07328 0.21391 0.08039 1.06126 0.06593 0.84735 0.05623 0.0037023 2.1726
2461186.3662921 -0.47259 0.03100 -1.60297 0.07627 -1.34788 0.06137 -1.22566 0.05668 -0.38534 0.02929 -1.13038 0.07881 -0.87529 0.06449 -0.75308 0.06005 0.08725 0.03538 0.25509 0.09495 0.37730 0.09199 1.21762 0.07815 0.12221 0.08007 0.96253 0.06369 0.84032 0.05918 0.0037023 2.1736
2461186.3664256 -0.61397 0.02974 -1.61592 0.06561 -1.55951 0.06142 -1.36338 0.05375 -0.52451 0.02743 -1.00195 0.06909 -0.94554 0.06513 -0.74942 0.05795 0.08946 0.03495 0.05642 0.08753 0.25254 0.08233 1.09141 0.06813 0.19612 0.07903 1.03500 0.06411 0.83887 0.05680 0.0037023 2.1746
2461186.3666242 -0.71718 0.03092 -1.73396 0.07206 -1.59632 0.06102 -1.34608 0.05142 -0.64063 0.03067 -1.01678 0.07554 -0.87913 0.06509 -0.62890 0.05619 0.07655 0.03812 0.13764 0.09205 0.38787 0.08599 1.09333 0.07544 0.25023 0.07697 0.95569 0.06497 0.70545 0.05605 0.0037023 2.1761
2461186.3667563 -0.61664 0.03179 -1.55648 0.06808 -1.58517 0.06953 -1.38781 0.05997 -0.63210 0.03308 -0.93984 0.07136 -0.96853 0.07274 -0.77117 0.06366 -0.01547 0.03937 -0.02869 0.09442 0.16867 0.08762 0.92438 0.07194 0.19736 0.08875 0.95307 0.07331 0.75571 0.06431 0.0037022 2.1771
2461186.3668899 -0.55836 0.02969 -1.52755 0.06359 -1.61440 0.06733 -1.44508 0.06099 -0.51855 0.02942 -0.96919 0.06660 -1.05605 0.07018 -0.88672 0.06412 0.03980 0.03546 -0.08686 0.08993 0.08246 0.08529 1.00899 0.06648 0.16932 0.08811 1.09585 0.07007 0.92653 0.06400 0.0037022 2.1781
2461186.3670232 -0.56568 0.02914 -1.79667 0.07908 -1.65312 0.07238 -1.30705 0.05180 -0.53494 0.02976 -1.23098 0.08156 -1.08744 0.07508 -0.74137 0.05551 0.03074 0.03582 0.14354 0.10508 0.48962 0.09212 1.26172 0.08178 0.34607 0.08644 1.11818 0.07532 0.77211 0.05584 0.0037022 2.1791
2461186.3671566 -0.45212 0.03051 -1.55488 0.07300 -1.40165 0.06560 -1.23169 0.05585 -0.37867 0.02987 -1.10276 0.07531 -0.94953 0.06817 -0.77957 0.05884 0.07344 0.03515 0.15323 0.09510 0.32319 0.08866 1.17620 0.07505 0.16996 0.08267 1.02298 0.06788 0.85302 0.05851 0.0037022 2.1801
