JDHEL V-C s1 V-K1 s2 C-K1 s3 HELCOR AIRMASS
2461149.3671343 1.56430 0.14819 0.99622 0.15565 -0.56808 0.06831 0.0005573 1.7797
2461149.3673923 1.50471 0.17053 1.16551 0.17419 -0.33920 0.06681 0.0005573 1.7776
2461149.3675248 2.03454 0.21784 1.63132 0.22053 -0.40323 0.05616 0.0005573 1.7765
2461149.3676587 1.55643 0.15100 1.23288 0.15370 -0.32355 0.05623 0.0005573 1.7754
2461149.3677922 1.94243 0.21202 1.58504 0.21487 -0.35739 0.06087 0.0005573 1.7743
2461149.3679250 99.99999 9.99999 99.99999 9.99999 -0.45937 0.06239 0.0005573 1.7733
2461149.3681809 1.65204 0.15427 1.28080 0.15735 -0.37123 0.05689 0.0005573 1.7712
2461149.3683131 1.66043 0.16656 1.46541 0.16791 -0.19502 0.05755 0.0005573 1.7701
2461149.3684474 1.70216 0.15236 1.21721 0.15714 -0.48496 0.05815 0.0005573 1.7690
2461149.3685818 1.49252 0.14754 1.22883 0.14972 -0.26370 0.05892 0.0005573 1.7680
2461149.3687152 99.99999 9.99999 1.06811 0.13777 99.99999 9.99999 0.0005573 1.7669
2461149.3689681 1.42623 0.13315 0.90308 0.14057 -0.52315 0.06670 0.0005573 1.7649
2461149.3691002 99.99999 9.99999 99.99999 9.99999 -0.24384 0.05747 0.0005573 1.7638
2461149.3692337 1.11321 0.11503 0.81746 0.12006 -0.29575 0.06502 0.0005573 1.7627
2461149.3693670 1.34596 0.13716 1.18797 0.13915 -0.15799 0.05760 0.0005573 1.7617
2461149.3695014 1.24259 0.15007 1.16170 0.15122 -0.08089 0.06521 0.0005573 1.7606
2461149.3697585 1.40502 0.15338 99.99999 9.99999 99.99999 9.99999 0.0005573 1.7586
2461149.3698906 1.37670 0.14380 0.99206 0.14860 -0.38464 0.06541 0.0005574 1.7575
2461149.3700240 99.99999 9.99999 0.89528 0.13358 99.99999 9.99999 0.0005574 1.7564
2461149.3701568 99.99999 9.99999 1.07858 0.14152 99.99999 9.99999 0.0005574 1.7554
2461149.3702902 1.47504 0.12570 1.02649 0.13042 -0.44855 0.05586 0.0005574 1.7543
2461149.3705265 1.33633 0.13114 1.02563 0.13493 -0.31071 0.05931 0.0005574 1.7525
2461149.3706596 1.69458 0.16309 1.26993 0.16651 -0.42465 0.05820 0.0005574 1.7514
2461149.3707940 1.75628 0.17795 1.41654 0.18015 -0.33974 0.05868 0.0005574 1.7503
2461149.3709275 99.99999 9.99999 1.06595 0.14018 99.99999 9.99999 0.0005574 1.7493
2461149.3710614 1.56646 0.13799 1.11638 0.14311 -0.45008 0.05965 0.0005574 1.7482
2461149.3713127 99.99999 9.99999 99.99999 9.99999 -0.43020 0.06646 0.0005574 1.7463
2461149.3714452 1.33468 0.12982 1.04671 0.13346 -0.28797 0.05997 0.0005574 1.7452
2461149.3715784 1.71676 0.15861 1.23760 0.16344 -0.47916 0.05929 0.0005574 1.7442
2461149.3717119 1.79141 0.20685 1.63226 0.20804 -0.15915 0.05798 0.0005574 1.7431
2461149.3718452 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0005574 1.7421
2461149.3721022 1.27403 0.14304 0.89240 0.14918 -0.38163 0.07218 0.0005574 1.7401
2461149.3722353 99.99999 9.99999 99.99999 9.99999 -0.47117 0.06905 0.0005574 1.7391
2461149.3723690 1.44717 0.15080 99.99999 9.99999 99.99999 9.99999 0.0005574 1.7380
2461149.3725027 1.51015 0.15455 1.17927 0.15790 -0.33088 0.06372 0.0005574 1.7370
2461149.3726365 1.75836 0.19449 99.99999 9.99999 99.99999 9.99999 0.0005574 1.7359
2461149.3728726 99.99999 9.99999 1.09997 0.14643 99.99999 9.99999 0.0005574 1.7341
2461149.3731387 1.39228 0.12847 1.03323 0.13285 -0.35905 0.05961 0.0005574 1.7320
2461149.3732715 1.38715 0.13842 1.00694 0.14330 -0.38021 0.06307 0.0005574 1.7310
2461149.3734045 1.41039 0.13263 0.92619 0.13823 -0.48420 0.06114 0.0005574 1.7300
2461149.3735373 1.55835 0.13726 1.09994 0.14250 -0.45841 0.05932 0.0005574 1.7290
2461149.3737930 1.31427 0.11696 0.88676 0.12206 -0.42751 0.05701 0.0005575 1.7270
2461149.3739254 1.31361 0.12548 1.03213 0.12883 -0.28148 0.06127 0.0005575 1.7260
2461149.3740590 1.02707 0.10261 0.67723 0.10765 -0.34984 0.06180 0.0005575 1.7250
2461149.3741921 1.44072 0.12760 0.84751 0.13566 -0.59320 0.06459 0.0005575 1.7239
2461149.3743253 99.99999 9.99999 99.99999 9.99999 -0.35209 0.05620 0.0005575 1.7229
2461149.3745834 1.50259 0.13784 1.10788 0.14214 -0.39472 0.05787 0.0005575 1.7209
2461149.3747155 1.44146 0.13862 1.18282 0.14161 -0.25864 0.05831 0.0005575 1.7199
2461149.3748490 1.35436 0.13225 0.93039 0.13653 -0.42397 0.06093 0.0005575 1.7189
2461149.3749824 1.50182 0.12696 0.93065 0.13412 -0.57117 0.06156 0.0005575 1.7179
2461149.3751163 1.08424 0.10598 0.79235 0.11017 -0.29189 0.05855 0.0005575 1.7169
2461149.3753737 1.26378 0.13770 0.91469 0.14433 -0.34909 0.07269 0.0005575 1.7149
2461149.3755060 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0005575 1.7139
2461149.3757751 99.99999 9.99999 0.92320 0.12202 99.99999 9.99999 0.0005575 1.7119
2461149.3759082 1.37744 0.12494 0.86369 0.13201 -0.51374 0.06258 0.0005575 1.7109
2461149.3761604 1.46177 0.12059 1.07689 0.12405 -0.38488 0.05167 0.0005575 1.7090
2461149.3762927 1.50272 0.12825 1.01527 0.13311 -0.48745 0.05498 0.0005575 1.7080
2461149.3764260 1.51018 0.13394 1.22597 0.13585 -0.28421 0.05161 0.0005575 1.7070
2461149.3765592 1.64154 0.15259 1.43141 0.15472 -0.21013 0.05134 0.0005575 1.7060
2461149.3766936 1.63237 0.13964 99.99999 9.99999 99.99999 9.99999 0.0005575 1.7050
2461149.3769507 1.64316 0.15488 1.10929 0.16075 -0.53387 0.06309 0.0005575 1.7031
2461149.3770832 1.73206 0.15536 1.31579 0.15879 -0.41627 0.05376 0.0005575 1.7021
2461149.3772165 1.32064 0.12006 0.97198 0.12392 -0.34866 0.05596 0.0005576 1.7011
2461149.3773494 1.50162 0.15337 1.33295 0.15466 -0.16867 0.05676 0.0005576 1.7001
2461149.3774836 1.52502 0.12330 1.12209 0.12682 -0.40293 0.05213 0.0005576 1.6991
2461149.3777236 1.29973 0.09866 0.83265 0.10438 -0.46708 0.05426 0.0005576 1.6973
2461149.3778558 1.44604 0.11956 99.99999 9.99999 99.99999 9.99999 0.0005576 1.6963
2461149.3779895 99.99999 9.99999 0.95992 0.11583 99.99999 9.99999 0.0005576 1.6953
2461149.3781234 1.27843 0.12498 0.90031 0.12972 -0.37811 0.06308 0.0005576 1.6943
2461149.3782570 99.99999 9.99999 99.99999 9.99999 -0.28581 0.05231 0.0005576 1.6934
2461149.3785089 1.43825 0.11073 1.07459 0.11437 -0.36366 0.05013 0.0005576 1.6915
2461149.3786414 99.99999 9.99999 99.99999 9.99999 -0.32755 0.05016 0.0005576 1.6905
2461149.3787755 1.26484 0.10457 0.92612 0.10837 -0.33872 0.05145 0.0005576 1.6895
2461149.3789096 1.30450 0.10552 0.95789 0.10890 -0.34660 0.05090 0.0005576 1.6885
2461149.3790429 99.99999 9.99999 1.10746 0.12420 99.99999 9.99999 0.0005576 1.6876
2461149.3792964 1.25046 0.10478 0.88619 0.10900 -0.36427 0.05462 0.0005576 1.6857
2461149.3794286 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0005576 1.6847
2461149.3795619 1.20523 0.10480 0.94237 0.10761 -0.26286 0.05351 0.0005576 1.6838
2461149.3796953 99.99999 9.99999 0.79561 0.10090 99.99999 9.99999 0.0005576 1.6828
2461149.3798299 1.17072 0.09175 0.55249 0.10175 -0.61823 0.06235 0.0005576 1.6818
2461149.3800693 1.24526 0.11319 0.90291 0.11690 -0.34236 0.05597 0.0005576 1.6801
2461149.3802020 1.24480 0.09887 0.93274 0.10246 -0.31206 0.05072 0.0005576 1.6791
2461149.3803362 1.20692 0.09851 0.73772 0.10472 -0.46920 0.05549 0.0005576 1.6781
2461149.3804715 99.99999 9.99999 99.99999 9.99999 -0.28319 0.05292 0.0005576 1.6771
2461149.3806047 1.23207 0.10819 0.96273 0.11195 -0.26934 0.05370 0.0005576 1.6762
2461149.3808556 1.33886 0.11697 0.97096 0.12103 -0.36791 0.05569 0.0005576 1.6744
2461149.3809879 1.32552 0.10973 0.90620 0.11472 -0.41932 0.05526 0.0005577 1.6734
2461149.3811216 1.25339 0.10912 0.74324 0.11576 -0.51015 0.05983 0.0005577 1.6724
2461149.3812549 1.21713 0.09594 0.82646 0.10096 -0.39068 0.05247 0.0005577 1.6715
2461149.3813884 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0005577 1.6705
2461149.3816210 0.97597 0.09431 0.66964 0.09839 -0.30633 0.05878 0.0005577 1.6689
2461149.3817535 1.17114 0.11653 0.91446 0.12043 -0.25668 0.06167 0.0005577 1.6679
2461149.3818870 1.11213 0.09630 99.99999 9.99999 99.99999 9.99999 0.0005577 1.6669
2461149.3820213 99.99999 9.99999 0.98730 0.13132 99.99999 9.99999 0.0005577 1.6660
2461149.3821544 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0005577 1.6650
2461149.3824095 1.05906 0.09875 0.84854 0.10232 -0.21051 0.05627 0.0005577 1.6632
2461149.3825419 0.97485 0.10090 0.75890 0.10446 -0.21595 0.05869 0.0005577 1.6623
2461149.3826753 0.90578 0.09677 0.76704 0.09809 -0.13874 0.05583 0.0005577 1.6613
2461149.3828087 1.03810 0.08740 0.75906 0.09103 -0.27904 0.05176 0.0005577 1.6604
2461149.3829418 1.30705 0.10716 1.03127 0.10963 -0.27578 0.04871 0.0005577 1.6594
2461149.3831791 99.99999 9.99999 99.99999 9.99999 -0.33077 0.05801 0.0005577 1.6577
2461149.3833119 1.06452 0.10038 0.74580 0.10468 -0.31872 0.05701 0.0005577 1.6568
2461149.3835802 1.02127 0.08922 0.73412 0.09284 -0.28715 0.05256 0.0005577 1.6549
2461149.3837135 1.09879 0.08206 0.71081 0.08746 -0.38798 0.04957 0.0005577 1.6540
2461149.3839655 1.12101 0.09495 0.84487 0.09820 -0.27614 0.05100 0.0005577 1.6522
2461149.3840979 99.99999 9.99999 99.99999 9.99999 -0.15138 0.05135 0.0005577 1.6513
2461149.3842312 1.43654 0.11466 1.06575 0.11864 -0.37079 0.05112 0.0005577 1.6503
2461149.3843649 1.27284 0.10020 0.79983 0.10625 -0.47300 0.05478 0.0005577 1.6494
2461149.3846325 1.04897 0.08888 0.50174 0.09812 -0.54723 0.05997 0.0005578 1.6475
2461149.3848495 99.99999 9.99999 99.99999 9.99999 -0.17915 0.05716 0.0005578 1.6460
2461149.3849820 99.99999 9.99999 0.98267 0.12076 99.99999 9.99999 0.0005578 1.6451
2461149.3851163 0.97780 0.09280 0.57694 0.09778 -0.40087 0.05643 0.0005578 1.6441
2461149.3852507 0.97891 0.09271 0.67020 0.09754 -0.30870 0.05762 0.0005578 1.6432
2461149.3853844 99.99999 9.99999 99.99999 9.99999 -0.33727 0.05660 0.0005578 1.6423
2461149.3856451 1.27161 0.10441 0.63007 0.11335 -0.64154 0.06281 0.0005578 1.6405
2461149.3857776 1.13738 0.10169 99.99999 9.99999 99.99999 9.99999 0.0005578 1.6396
2461149.3859108 1.18396 0.11850 99.99999 9.99999 99.99999 9.99999 0.0005578 1.6386
2461149.3860440 1.16991 0.10142 99.99999 9.99999 99.99999 9.99999 0.0005578 1.6377
2461149.3861775 0.99774 0.09564 0.68156 0.10112 -0.31618 0.06184 0.0005578 1.6368
2461149.3864306 99.99999 9.99999 0.77619 0.09951 99.99999 9.99999 0.0005578 1.6350
2461149.3865652 0.92591 0.09858 0.74833 0.10090 -0.17758 0.05839 0.0005578 1.6341
2461149.3866985 1.04596 0.09463 0.79353 0.09836 -0.25243 0.05307 0.0005578 1.6332
2461149.3868316 0.85125 0.07666 0.63634 0.08003 -0.21491 0.05096 0.0005578 1.6323
2461149.3869655 0.98975 0.08225 0.54269 0.08971 -0.44706 0.05598 0.0005578 1.6314
2461149.3872250 1.24817 0.09046 0.76632 0.09688 -0.48185 0.05252 0.0005578 1.6296
2461149.3873575 0.90357 0.09084 0.75763 0.09351 -0.14595 0.05585 0.0005578 1.6287
2461149.3874912 1.41197 0.11545 1.18636 0.11740 -0.22561 0.04782 0.0005578 1.6278
2461149.3876251 1.10564 0.09796 0.68746 0.10437 -0.41818 0.05819 0.0005578 1.6269
2461149.3877583 1.30877 0.11005 0.85480 0.11508 -0.45397 0.05610 0.0005578 1.6260
2461149.3879955 1.08150 0.10132 0.84863 0.10380 -0.23287 0.05521 0.0005578 1.6243
2461149.3881280 99.99999 9.99999 0.45211 0.10302 99.99999 9.99999 0.0005578 1.6234
2461149.3882622 1.07248 0.09810 99.99999 9.99999 99.99999 9.99999 0.0005579 1.6225
2461149.3883957 1.12658 0.08484 0.61432 0.09206 -0.51227 0.05484 0.0005579 1.6216
2461149.3885293 99.99999 9.99999 0.78037 0.11413 99.99999 9.99999 0.0005579 1.6207
2461149.3887841 1.02262 0.09009 0.76448 0.09354 -0.25814 0.05277 0.0005579 1.6190
2461149.3889161 1.09277 0.08953 0.67092 0.09582 -0.42184 0.05505 0.0005579 1.6181
2461149.3890502 1.16561 0.10567 0.88410 0.10928 -0.28151 0.05617 0.0005579 1.6172
2461149.3891834 0.97035 0.09585 0.69994 0.09899 -0.27042 0.05620 0.0005579 1.6163
2461149.3893162 1.02228 0.09284 0.81268 0.09570 -0.20959 0.05468 0.0005579 1.6154
2461149.3895732 1.04253 0.08868 0.79655 0.09155 -0.24598 0.05128 0.0005579 1.6137
2461149.3897058 1.08582 0.08468 0.75475 0.08872 -0.33107 0.04886 0.0005579 1.6128
2461149.3898396 1.41161 0.11608 0.97583 0.12077 -0.43578 0.05390 0.0005579 1.6119
2461149.3899727 1.22790 0.11585 1.02668 0.11853 -0.20122 0.05466 0.0005579 1.6110
2461149.3901056 1.08560 0.08636 0.77254 0.09053 -0.31306 0.04851 0.0005579 1.6102
2461149.3903618 99.99999 9.99999 99.99999 9.99999 -0.30699 0.05356 0.0005579 1.6084
2461149.3904943 1.17980 0.08340 0.68832 0.09045 -0.49147 0.05097 0.0005579 1.6076
2461149.3906290 1.14188 0.08746 0.71983 0.09216 -0.42205 0.05016 0.0005579 1.6067
2461149.3907642 99.99999 9.99999 99.99999 9.99999 -0.27712 0.04872 0.0005579 1.6058
2461149.3908979 1.21911 0.10115 0.94198 0.10432 -0.27713 0.05119 0.0005579 1.6049
2461149.3911327 1.48543 0.12357 1.12462 0.12660 -0.36080 0.05058 0.0005579 1.6033
2461149.3912652 1.14511 0.08691 0.70863 0.09288 -0.43648 0.05223 0.0005579 1.6025
2461149.3913992 0.98508 0.09312 99.99999 9.99999 99.99999 9.99999 0.0005579 1.6016
2461149.3915333 1.10737 0.09150 0.66407 0.09738 -0.44331 0.05342 0.0005579 1.6007
2461149.3916673 0.97817 0.08874 0.60432 0.09443 -0.37385 0.05731 0.0005579 1.5998
2461149.3919282 1.26155 0.09877 0.76027 0.10520 -0.50128 0.05497 0.0005580 1.5981
2461149.3920603 1.16274 0.08532 0.79322 0.08933 -0.36952 0.04641 0.0005580 1.5972
2461149.3921934 0.94103 0.07839 99.99999 9.99999 99.99999 9.99999 0.0005580 1.5964
2461149.3923263 0.85669 0.07900 0.54753 0.08261 -0.30916 0.05273 0.0005580 1.5955
2461149.3924612 1.23394 0.09497 0.82015 0.09912 -0.41379 0.04943 0.0005580 1.5946
2461149.3927180 99.99999 9.99999 0.76565 0.08873 99.99999 9.99999 0.0005580 1.5929
2461149.3928503 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0005580 1.5921
2461149.3929845 1.19291 0.10281 0.87617 0.10695 -0.31674 0.05367 0.0005580 1.5912
2461149.3931193 1.04937 0.08576 0.65076 0.09023 -0.39861 0.05120 0.0005580 1.5903
2461149.3932527 0.99266 0.08670 0.71327 0.09079 -0.27938 0.05287 0.0005580 1.5895
2461149.3934882 1.20876 0.10240 0.86512 0.10655 -0.34364 0.05411 0.0005580 1.5879
2461149.3936208 0.92499 0.08774 0.62558 0.09296 -0.29940 0.05748 0.0005580 1.5871
2461149.3937552 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0005580 1.5862
2461149.3938893 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0005580 1.5853
2461149.3940227 0.90035 0.09643 0.72353 0.09828 -0.17682 0.05795 0.0005580 1.5845
2461149.3942847 99.99999 9.99999 99.99999 9.99999 -0.36994 0.05323 0.0005580 1.5828
2461149.3944173 1.07028 0.08581 0.67723 0.09078 -0.39305 0.05314 0.0005580 1.5819
2461149.3945506 1.03387 0.09013 0.79963 0.09287 -0.23424 0.05095 0.0005580 1.5811
2461149.3946839 1.04144 0.08430 0.79205 0.08755 -0.24939 0.04819 0.0005580 1.5802
2461149.3950140 99.99999 9.99999 0.60477 0.08247 99.99999 9.99999 0.0005580 1.5781
2461149.3951464 1.05236 0.09268 0.62768 0.09946 -0.42467 0.05870 0.0005580 1.5773
2461149.3952810 1.00801 0.09426 0.77531 0.09769 -0.23269 0.05498 0.0005580 1.5764
2461149.3954146 1.11316 0.10764 0.66877 0.11497 -0.44439 0.06458 0.0005580 1.5756
2461149.3955479 0.95257 0.08360 0.58576 0.08962 -0.36681 0.05522 0.0005580 1.5747
2461149.3958100 1.25651 0.10758 0.96881 0.11072 -0.28771 0.05343 0.0005581 1.5731
2461149.3959426 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0005581 1.5722
2461149.3960753 99.99999 9.99999 99.99999 9.99999 -0.29889 0.05196 0.0005581 1.5714
2461149.3962084 0.97874 0.07149 0.44379 0.08010 -0.53495 0.05228 0.0005581 1.5705
2461149.3963419 1.10933 0.08181 0.65725 0.08701 -0.45208 0.04923 0.0005581 1.5697
2461149.3966004 0.98537 0.08674 99.99999 9.99999 99.99999 9.99999 0.0005581 1.5681
2461149.3967328 1.10547 0.08257 0.63332 0.08872 -0.47214 0.05168 0.0005581 1.5672
2461149.3968658 1.08685 0.09198 0.73701 0.09633 -0.34984 0.05559 0.0005581 1.5664
2461149.3969993 1.19021 0.10258 0.90720 0.10502 -0.28301 0.05195 0.0005581 1.5656
2461149.3971335 1.10514 0.07981 0.71160 0.08440 -0.39354 0.04697 0.0005581 1.5647
2461149.3973910 1.61662 0.13493 1.19389 0.13891 -0.42272 0.05450 0.0005581 1.5631
2461149.3975234 1.12699 0.10079 0.87721 0.10440 -0.24977 0.05410 0.0005581 1.5623
2461149.3976569 1.01825 0.09210 0.57320 0.09849 -0.44505 0.05768 0.0005581 1.5614
2461149.3977907 99.99999 9.99999 0.82844 0.11128 99.99999 9.99999 0.0005581 1.5606
2461149.3979243 0.95695 0.08930 0.56863 0.09555 -0.38831 0.05856 0.0005581 1.5598
2461149.3981599 99.99999 9.99999 99.99999 9.99999 -0.24030 0.04900 0.0005581 1.5583
2461149.3984277 0.96596 0.09102 0.71525 0.09457 -0.25071 0.05585 0.0005581 1.5566
2461149.3986944 1.37167 0.12017 1.03657 0.12337 -0.33510 0.05309 0.0005581 1.5550
2461149.3988274 1.23357 0.09725 0.89035 0.10129 -0.34322 0.05144 0.0005581 1.5542
2461149.3990771 1.07455 0.08847 99.99999 9.99999 99.99999 9.99999 0.0005581 1.5526
2461149.3992093 1.14524 0.08763 0.90294 0.09032 -0.24230 0.04612 0.0005581 1.5518
2461149.3993432 1.35797 0.10797 1.06466 0.11014 -0.29331 0.04607 0.0005582 1.5510
2461149.3994786 1.17672 0.08912 0.83479 0.09278 -0.34193 0.04857 0.0005582 1.5502
2461149.3996126 1.18543 0.09989 0.83014 0.10425 -0.35529 0.05437 0.0005582 1.5493
2461149.3998545 0.97930 0.07859 0.52077 0.08690 -0.45853 0.05732 0.0005582 1.5479
2461149.3999869 1.16275 0.09616 0.79066 0.10051 -0.37210 0.05239 0.0005582 1.5470
2461149.4001212 1.26109 0.11344 1.12215 0.11477 -0.13895 0.04954 0.0005582 1.5462
2461149.4002542 1.33557 0.10717 0.85873 0.11352 -0.47685 0.05618 0.0005582 1.5454
