JDHEL V-C s1 HELCOR AIRMASS
2461219.3475922 -2.49420 0.05212 -0.0003592 1.0291
2461219.3476703 99.99999 9.99999 -0.0003592 1.0292
2461219.3477470 99.99999 9.99999 -0.0003592 1.0292
2461219.3479183 -2.73441 0.05957 -0.0003592 1.0293
2461219.3479965 -2.32192 0.05029 -0.0003592 1.0293
2461219.3481520 -2.69844 0.05827 -0.0003592 1.0294
2461219.3484035 -2.35866 0.04011 -0.0003592 1.0295
2461219.3484809 -2.43656 0.04251 -0.0003592 1.0296
2461219.3485574 -2.58649 0.04692 -0.0003592 1.0296
2461219.3486352 -2.42999 0.04727 -0.0003593 1.0296
2461219.3487125 -2.69015 0.05797 -0.0003593 1.0297
2461219.3488718 -2.64791 0.04831 -0.0003593 1.0297
2461219.3489500 -2.45764 0.04579 -0.0003593 1.0298
2461219.3490284 -2.56868 0.05105 -0.0003593 1.0298
2461219.3491051 -2.61046 0.05283 -0.0003593 1.0298
2461219.3491832 -2.53443 0.04506 -0.0003593 1.0299
2461219.3493426 -2.58647 0.04372 -0.0003593 1.0300
2461219.3494192 99.99999 9.99999 -0.0003593 1.0300
2461219.3494959 -2.15197 0.03756 -0.0003593 1.0300
2461219.3495733 99.99999 9.99999 -0.0003593 1.0301
2461219.3496514 99.99999 9.99999 -0.0003593 1.0301
2461219.3498225 -2.39326 0.04071 -0.0003593 1.0302
2461219.3499001 -2.63424 0.04890 -0.0003593 1.0302
2461219.3499766 -2.55373 0.04657 -0.0003593 1.0303
2461219.3500548 -2.43732 0.04263 -0.0003593 1.0303
2461219.3501321 99.99999 9.99999 -0.0003593 1.0303
2461219.3503074 99.99999 9.99999 -0.0003593 1.0304
2461219.3503854 99.99999 9.99999 -0.0003593 1.0305
2461219.3504622 -2.67904 0.04733 -0.0003593 1.0305
2461219.3505409 -2.70356 0.05274 -0.0003593 1.0305
2461219.3506177 99.99999 9.99999 -0.0003593 1.0306
2461219.3507884 -2.65097 0.04295 -0.0003593 1.0307
2461219.3509435 -2.78419 0.04844 -0.0003593 1.0307
2461219.3510213 -2.60973 0.04708 -0.0003593 1.0308
2461219.3510996 -2.61923 0.04400 -0.0003593 1.0308
2461219.3512635 99.99999 9.99999 -0.0003593 1.0309
2461219.3513408 -2.42863 0.03713 -0.0003593 1.0309
2461219.3514185 -2.76656 0.05066 -0.0003593 1.0310
2461219.3515729 -2.53775 0.03922 -0.0003593 1.0310
2461219.3517384 -2.63631 0.04409 -0.0003593 1.0311
2461219.3518165 99.99999 9.99999 -0.0003593 1.0312
2461219.3520491 -2.57853 0.03943 -0.0003594 1.0313
2461219.3522211 -2.70976 0.04333 -0.0003594 1.0314
2461219.3522999 99.99999 9.99999 -0.0003594 1.0314
2461219.3523780 -2.67083 0.04202 -0.0003594 1.0315
2461219.3524553 99.99999 9.99999 -0.0003594 1.0315
2461219.3525334 -2.66645 0.04084 -0.0003594 1.0315
2461219.3526993 -2.50594 0.03851 -0.0003594 1.0316
2461219.3527766 -2.63578 0.04085 -0.0003594 1.0317
2461219.3528536 -2.67259 0.04004 -0.0003594 1.0317
2461219.3529326 -2.55489 0.03818 -0.0003594 1.0317
2461219.3530094 -2.68270 0.03669 -0.0003594 1.0318
2461219.3531818 99.99999 9.99999 -0.0003594 1.0319
2461219.3532601 -2.48400 0.03141 -0.0003594 1.0319
2461219.3533374 99.99999 9.99999 -0.0003594 1.0320
2461219.3534154 -2.58724 0.03607 -0.0003594 1.0320
2461219.3534924 99.99999 9.99999 -0.0003594 1.0320
2461219.3536553 -2.59508 0.03496 -0.0003594 1.0321
2461219.3537327 -2.50309 0.03323 -0.0003594 1.0322
2461219.3538103 -2.40173 0.03113 -0.0003594 1.0322
2461219.3539653 -2.50720 0.03621 -0.0003594 1.0323
2461219.3541285 99.99999 9.99999 -0.0003594 1.0324
2461219.3542060 99.99999 9.99999 -0.0003594 1.0324
2461219.3543608 99.99999 9.99999 -0.0003594 1.0325
2461219.3544389 99.99999 9.99999 -0.0003594 1.0325
2461219.3546042 -2.45944 0.03017 -0.0003594 1.0326
2461219.3546803 99.99999 9.99999 -0.0003594 1.0327
2461219.3547576 -2.43104 0.02966 -0.0003594 1.0327
2461219.3548359 -2.87155 0.03916 -0.0003594 1.0328
2461219.3549130 -2.59660 0.03355 -0.0003594 1.0328
2461219.3550788 -2.62711 0.03505 -0.0003594 1.0329
2461219.3551567 -2.28883 0.02799 -0.0003594 1.0329
2461219.3552336 99.99999 9.99999 -0.0003595 1.0330
2461219.3553118 99.99999 9.99999 -0.0003595 1.0330
2461219.3553888 -2.65585 0.03722 -0.0003595 1.0331
2461219.3555647 -2.70490 0.03831 -0.0003595 1.0332
2461219.3558746 99.99999 9.99999 -0.0003595 1.0333
2461219.3560450 -2.29383 0.02393 -0.0003595 1.0334
2461219.3561227 99.99999 9.99999 -0.0003595 1.0335
2461219.3563551 99.99999 9.99999 -0.0003595 1.0336
2461219.3565151 -2.43698 0.02738 -0.0003595 1.0337
2461219.3565936 99.99999 9.99999 -0.0003595 1.0337
2461219.3567487 99.99999 9.99999 -0.0003595 1.0338
2461219.3568265 -2.65748 0.02963 -0.0003595 1.0339
2461219.3569862 -2.56037 0.02556 -0.0003595 1.0340
2461219.3570636 -2.68199 0.03103 -0.0003595 1.0340
2461219.3571409 -2.51147 0.03033 -0.0003595 1.0340
2461219.3572192 99.99999 9.99999 -0.0003595 1.0341
2461219.3572961 99.99999 9.99999 -0.0003595 1.0341
2461219.3574631 99.99999 9.99999 -0.0003595 1.0342
2461219.3575402 99.99999 9.99999 -0.0003595 1.0343
2461219.3576171 -2.45076 0.02986 -0.0003595 1.0343
2461219.3576943 99.99999 9.99999 -0.0003595 1.0344
2461219.3577738 -2.83651 0.03343 -0.0003595 1.0344
2461219.3579456 -2.53005 0.02796 -0.0003595 1.0345
2461219.3580236 -2.71821 0.03032 -0.0003595 1.0346
2461219.3581006 99.99999 9.99999 -0.0003595 1.0346
2461219.3581792 -2.54752 0.02813 -0.0003595 1.0346
2461219.3582573 -2.69832 0.03159 -0.0003595 1.0347
2461219.3584271 -2.70615 0.02883 -0.0003595 1.0348
2461219.3585816 -2.46853 0.02316 -0.0003596 1.0349
2461219.3586587 -2.66572 0.02779 -0.0003596 1.0349
2461219.3587373 99.99999 9.99999 -0.0003596 1.0350
2461219.3589015 99.99999 9.99999 -0.0003596 1.0351
2461219.3589789 99.99999 9.99999 -0.0003596 1.0351
2461219.3590566 99.99999 9.99999 -0.0003596 1.0352
2461219.3592118 99.99999 9.99999 -0.0003596 1.0353
2461219.3594561 99.99999 9.99999 -0.0003596 1.0354
2461219.3595346 99.99999 9.99999 -0.0003596 1.0355
2461219.3596117 -2.71562 0.02826 -0.0003596 1.0355
2461219.3596889 99.99999 9.99999 -0.0003596 1.0356
2461219.3598600 -2.68266 0.02637 -0.0003596 1.0357
2461219.3600147 -2.72731 0.02778 -0.0003596 1.0357
2461219.3600922 -2.55564 0.02534 -0.0003596 1.0358
2461219.3601707 -2.67967 0.03047 -0.0003596 1.0358
2461219.3603322 -2.49025 0.02284 -0.0003596 1.0359
2461219.3604855 99.99999 9.99999 -0.0003596 1.0360
2461219.3605648 -2.72387 0.02805 -0.0003596 1.0361
2461219.3608849 -2.70997 0.02498 -0.0003596 1.0363
2461219.3609625 -2.79490 0.02887 -0.0003596 1.0363
2461219.3612787 -2.62447 0.02578 -0.0003596 1.0365
2461219.3613568 -2.53757 0.02440 -0.0003596 1.0366
2461219.3614347 99.99999 9.99999 -0.0003596 1.0366
2461219.3615911 -2.68685 0.02901 -0.0003596 1.0367
2461219.3617659 -2.78195 0.02971 -0.0003597 1.0368
2461219.3618433 -2.43538 0.02398 -0.0003597 1.0369
2461219.3619200 -2.54661 0.02568 -0.0003597 1.0369
2461219.3619976 -2.43641 0.02431 -0.0003597 1.0370
2461219.3620753 -2.52079 0.02253 -0.0003597 1.0370
2461219.3622383 -2.70579 0.02453 -0.0003597 1.0371
2461219.3623151 99.99999 9.99999 -0.0003597 1.0372
2461219.3623923 99.99999 9.99999 -0.0003597 1.0372
2461219.3624697 -2.62446 0.02449 -0.0003597 1.0373
2461219.3627134 99.99999 9.99999 -0.0003597 1.0374
2461219.3627916 99.99999 9.99999 -0.0003597 1.0375
2461219.3628698 99.99999 9.99999 -0.0003597 1.0375
2461219.3629471 -2.70249 0.02455 -0.0003597 1.0376
2461219.3630246 -2.72516 0.02386 -0.0003597 1.0377
2461219.3631961 -2.66718 0.02429 -0.0003597 1.0378
2461219.3632734 -2.40488 0.02233 -0.0003597 1.0378
2461219.3633506 -2.52546 0.02192 -0.0003597 1.0379
2461219.3634276 -2.57164 0.02357 -0.0003597 1.0379
2461219.3635059 -2.75209 0.02239 -0.0003597 1.0380
2461219.3636644 -2.54747 0.01948 -0.0003597 1.0381
2461219.3637408 -2.49729 0.02364 -0.0003597 1.0381
2461219.3638176 -2.71394 0.02227 -0.0003597 1.0382
2461219.3638960 -2.70598 0.02492 -0.0003597 1.0382
2461219.3641412 -2.55965 0.02230 -0.0003597 1.0384
2461219.3642184 -2.54351 0.02310 -0.0003597 1.0384
2461219.3642960 -2.49616 0.01880 -0.0003597 1.0385
2461219.3644528 -2.47856 0.02182 -0.0003597 1.0386
2461219.3646148 99.99999 9.99999 -0.0003597 1.0387
2461219.3646930 -2.72750 0.02537 -0.0003597 1.0388
2461219.3647700 99.99999 9.99999 -0.0003597 1.0388
2461219.3648483 -2.71689 0.02580 -0.0003597 1.0389
2461219.3649256 -2.64727 0.02309 -0.0003597 1.0389
2461219.3651729 99.99999 9.99999 -0.0003598 1.0391
2461219.3652505 99.99999 9.99999 -0.0003598 1.0391
2461219.3653276 99.99999 9.99999 -0.0003598 1.0392
2461219.3654064 99.99999 9.99999 -0.0003598 1.0392
2461219.3655677 -2.62273 0.02270 -0.0003598 1.0393
2461219.3656468 -2.61971 0.02259 -0.0003598 1.0394
2461219.3657248 99.99999 9.99999 -0.0003598 1.0395
2461219.3658795 -2.43123 0.01993 -0.0003598 1.0396
2461219.3660413 -2.79407 0.02509 -0.0003598 1.0397
2461219.3661178 -2.62038 0.02196 -0.0003598 1.0397
2461219.3661950 99.99999 9.99999 -0.0003598 1.0398
2461219.3663502 -2.66345 0.02257 -0.0003598 1.0399
2461219.3665092 99.99999 9.99999 -0.0003598 1.0400
2461219.3666634 99.99999 9.99999 -0.0003598 1.0401
2461219.3667410 -2.68677 0.02421 -0.0003598 1.0402
2461219.3668183 -2.59115 0.02207 -0.0003598 1.0402
2461219.3669868 -2.80755 0.02755 -0.0003598 1.0403
2461219.3672975 -2.69544 0.02249 -0.0003598 1.0406
2461219.3674611 99.99999 9.99999 -0.0003598 1.0407
2461219.3675381 -2.58052 0.02134 -0.0003598 1.0407
2461219.3676929 -2.59502 0.02220 -0.0003598 1.0408
2461219.3677701 99.99999 9.99999 -0.0003598 1.0409
2461219.3679337 99.99999 9.99999 -0.0003598 1.0410
2461219.3680103 -2.76696 0.02386 -0.0003598 1.0411
2461219.3680884 -2.51321 0.02132 -0.0003598 1.0411
2461219.3681655 99.99999 9.99999 -0.0003598 1.0412
2461219.3682448 -2.47545 0.01994 -0.0003598 1.0412
2461219.3684074 99.99999 9.99999 -0.0003599 1.0413
2461219.3684846 99.99999 9.99999 -0.0003599 1.0414
2461219.3685622 -2.50674 0.02104 -0.0003599 1.0415
2461219.3686392 -2.64172 0.02574 -0.0003599 1.0415
2461219.3687177 -2.66416 0.02312 -0.0003599 1.0416
2461219.3688818 99.99999 9.99999 -0.0003599 1.0417
2461219.3690374 -2.72943 0.02105 -0.0003599 1.0418
2461219.3691144 99.99999 9.99999 -0.0003599 1.0419
2461219.3693657 -2.43033 0.01799 -0.0003599 1.0420
2461219.3694426 99.99999 9.99999 -0.0003599 1.0421
2461219.3695199 99.99999 9.99999 -0.0003599 1.0422
2461219.3696752 -2.50978 0.02011 -0.0003599 1.0423
2461219.3698397 99.99999 9.99999 -0.0003599 1.0424
2461219.3701529 99.99999 9.99999 -0.0003599 1.0426
2461219.3703155 -2.69877 0.02268 -0.0003599 1.0427
2461219.3703917 99.99999 9.99999 -0.0003599 1.0428
2461219.3704704 99.99999 9.99999 -0.0003599 1.0429
2461219.3705474 99.99999 9.99999 -0.0003599 1.0429
2461219.3706252 -2.73102 0.02364 -0.0003599 1.0430
2461219.3707879 -2.61642 0.01896 -0.0003599 1.0431
2461219.3709431 99.99999 9.99999 -0.0003599 1.0432
2461219.3710208 -2.56816 0.02118 -0.0003599 1.0433
2461219.3712627 99.99999 9.99999 -0.0003599 1.0435
2461219.3714166 99.99999 9.99999 -0.0003599 1.0436
2461219.3714953 99.99999 9.99999 -0.0003599 1.0436
2461219.3715727 -2.64425 0.02157 -0.0003599 1.0437
2461219.3717460 -2.74920 0.02308 -0.0003600 1.0438
2461219.3718240 -2.74125 0.02360 -0.0003600 1.0439
2461219.3719007 99.99999 9.99999 -0.0003600 1.0439
2461219.3719780 -2.91018 0.02892 -0.0003600 1.0440
2461219.3720559 99.99999 9.99999 -0.0003600 1.0441
2461219.3722180 99.99999 9.99999 -0.0003600 1.0442
2461219.3722964 -2.56414 0.02005 -0.0003600 1.0443
2461219.3723741 -2.55990 0.01995 -0.0003600 1.0443
2461219.3724511 -2.74012 0.02290 -0.0003600 1.0444
2461219.3725288 -2.43527 0.01768 -0.0003600 1.0444
2461219.3726904 99.99999 9.99999 -0.0003600 1.0446
2461219.3727672 99.99999 9.99999 -0.0003600 1.0446
2461219.3728446 -2.73339 0.02291 -0.0003600 1.0447
2461219.3729224 99.99999 9.99999 -0.0003600 1.0447
2461219.3733196 99.99999 9.99999 -0.0003600 1.0451
2461219.3733969 99.99999 9.99999 -0.0003600 1.0451
2461219.3736347 -2.49356 0.01950 -0.0003600 1.0453
2461219.3737139 99.99999 9.99999 -0.0003600 1.0454
2461219.3737916 99.99999 9.99999 -0.0003600 1.0454
2461219.3738695 99.99999 9.99999 -0.0003600 1.0455
2461219.3739472 99.99999 9.99999 -0.0003600 1.0455
2461219.3741831 -2.62901 0.02061 -0.0003600 1.0457
2461219.3742599 99.99999 9.99999 -0.0003600 1.0458
2461219.3743388 99.99999 9.99999 -0.0003600 1.0459
2461219.3744160 99.99999 9.99999 -0.0003600 1.0459
2461219.3746618 -2.72251 0.02212 -0.0003600 1.0461
2461219.3747389 -2.76109 0.02356 -0.0003600 1.0462
2461219.3748954 99.99999 9.99999 -0.0003600 1.0463
2461219.3750581 99.99999 9.99999 -0.0003601 1.0464
2461219.3751356 99.99999 9.99999 -0.0003601 1.0465
2461219.3753677 99.99999 9.99999 -0.0003601 1.0467
2461219.3756832 -2.72327 0.02352 -0.0003601 1.0469
2461219.3760037 -2.67313 0.01930 -0.0003601 1.0472
2461219.3760811 99.99999 9.99999 -0.0003601 1.0473
2461219.3762352 -2.62817 0.02286 -0.0003601 1.0474
2461219.3763150 99.99999 9.99999 -0.0003601 1.0475
2461219.3764739 99.99999 9.99999 -0.0003601 1.0476
2461219.3767852 -2.60182 0.02109 -0.0003601 1.0479
2461219.3770236 -2.48211 0.02013 -0.0003601 1.0481
2461219.3770996 99.99999 9.99999 -0.0003601 1.0481
2461219.3771765 99.99999 9.99999 -0.0003601 1.0482
2461219.3774011 99.99999 9.99999 -0.0003601 1.0484
2461219.3774795 -2.72401 0.02190 -0.0003601 1.0484
2461219.3775561 -2.67264 0.02164 -0.0003601 1.0485
2461219.3776341 -2.73067 0.02291 -0.0003601 1.0486
2461219.3777111 99.99999 9.99999 -0.0003601 1.0486
2461219.3778719 -2.63653 0.01948 -0.0003601 1.0488
2461219.3779490 99.99999 9.99999 -0.0003601 1.0488
2461219.3781046 99.99999 9.99999 -0.0003601 1.0490
2461219.3784745 99.99999 9.99999 -0.0003602 1.0493
2461219.3785519 -2.60820 0.02023 -0.0003602 1.0494
2461219.3786298 -2.70480 0.02223 -0.0003602 1.0494
2461219.3787933 -2.71254 0.02084 -0.0003602 1.0496
2461219.3789475 99.99999 9.99999 -0.0003602 1.0497
2461219.3791034 -2.77063 0.02263 -0.0003602 1.0498
2461219.3792607 -2.55515 0.01842 -0.0003602 1.0500
2461219.3793387 99.99999 9.99999 -0.0003602 1.0500
2461219.3794165 99.99999 9.99999 -0.0003602 1.0501
2461219.3794934 -2.56921 0.01882 -0.0003602 1.0502
2461219.3795715 -2.48952 0.01959 -0.0003602 1.0502
2461219.3797337 99.99999 9.99999 -0.0003602 1.0504
2461219.3798880 99.99999 9.99999 -0.0003602 1.0505
2461219.3799663 99.99999 9.99999 -0.0003602 1.0506
2461219.3802092 -2.50688 0.02105 -0.0003602 1.0508
2461219.3802860 -2.75167 0.02171 -0.0003602 1.0509
2461219.3804409 -2.66965 0.02043 -0.0003602 1.0510
2461219.3806782 -2.62761 0.02016 -0.0003602 1.0512
2461219.3807558 99.99999 9.99999 -0.0003602 1.0513
2461219.3808332 -2.59953 0.02043 -0.0003602 1.0513
2461219.3809103 99.99999 9.99999 -0.0003602 1.0514
2461219.3809874 -2.50885 0.02117 -0.0003602 1.0515
2461219.3811540 -2.61643 0.01996 -0.0003602 1.0516
2461219.3812305 -2.61032 0.02006 -0.0003602 1.0517
2461219.3813079 99.99999 9.99999 -0.0003602 1.0518
2461219.3813871 99.99999 9.99999 -0.0003602 1.0518
2461219.3816308 99.99999 9.99999 -0.0003603 1.0521
2461219.3817077 -2.69003 0.02059 -0.0003603 1.0521
2461219.3817845 -2.45492 0.02012 -0.0003603 1.0522
2461219.3818622 -2.52542 0.01801 -0.0003603 1.0523
2461219.3819409 99.99999 9.99999 -0.0003603 1.0523
2461219.3820970 99.99999 9.99999 -0.0003603 1.0525
2461219.3821737 99.99999 9.99999 -0.0003603 1.0525
2461219.3822516 -2.66833 0.02107 -0.0003603 1.0526
2461219.3823284 99.99999 9.99999 -0.0003603 1.0527
2461219.3825731 -2.72335 0.01994 -0.0003603 1.0529
2461219.3826501 99.99999 9.99999 -0.0003603 1.0530
2461219.3827273 -2.84105 0.02077 -0.0003603 1.0531
2461219.3828051 99.99999 9.99999 -0.0003603 1.0531
2461219.3828821 -2.76876 0.02221 -0.0003603 1.0532
2461219.3830497 99.99999 9.99999 -0.0003603 1.0533
2461219.3831267 99.99999 9.99999 -0.0003603 1.0534
2461219.3832037 99.99999 9.99999 -0.0003603 1.0535
2461219.3832805 -2.64090 0.02211 -0.0003603 1.0536
2461219.3835205 -2.68106 0.02070 -0.0003603 1.0538
2461219.3835988 -2.67924 0.01965 -0.0003603 1.0539
2461219.3836768 -2.67156 0.01970 -0.0003603 1.0539
2461219.3837538 -2.49787 0.01925 -0.0003603 1.0540
2461219.3839942 -2.57556 0.01817 -0.0003603 1.0542
2461219.3840717 99.99999 9.99999 -0.0003603 1.0543
2461219.3842269 99.99999 9.99999 -0.0003603 1.0544
2461219.3843040 99.99999 9.99999 -0.0003603 1.0545
2461219.3846241 99.99999 9.99999 -0.0003603 1.0548
2461219.3847015 -2.55264 0.01776 -0.0003603 1.0549
2461219.3847801 -2.79467 0.01983 -0.0003603 1.0550
2461219.3850181 99.99999 9.99999 -0.0003604 1.0552
2461219.3858913 99.99999 9.99999 -0.0003604 1.0560
2461219.3859707 99.99999 9.99999 -0.0003604 1.0561
2461219.3861255 99.99999 9.99999 -0.0003604 1.0562
2461219.3862024 -2.53870 0.01894 -0.0003604 1.0563
2461219.3864455 -2.64630 0.02399 -0.0003604 1.0565
2461219.3865224 99.99999 9.99999 -0.0003604 1.0566
2461219.3866778 99.99999 9.99999 -0.0003604 1.0568
2461219.3868438 99.99999 9.99999 -0.0003604 1.0569
2461219.3869202 -2.80822 0.02487 -0.0003604 1.0570
2461219.3869977 99.99999 9.99999 -0.0003604 1.0571
2461219.3873185 99.99999 9.99999 -0.0003604 1.0574
2461219.3873961 99.99999 9.99999 -0.0003604 1.0575
2461219.3874731 -2.66759 0.02384 -0.0003604 1.0575
2461219.3876292 99.99999 9.99999 -0.0003604 1.0577
2461219.3877894 -2.52963 0.01828 -0.0003604 1.0579
2461219.3878676 -2.49614 0.01923 -0.0003604 1.0579
2461219.3879454 99.99999 9.99999 -0.0003604 1.0580
2461219.3880228 -2.64628 0.02009 -0.0003604 1.0581
2461219.3881006 99.99999 9.99999 -0.0003605 1.0582
2461219.3883380 99.99999 9.99999 -0.0003605 1.0584
2461219.3884937 99.99999 9.99999 -0.0003605 1.0585
2461219.3887370 -2.56976 0.02045 -0.0003605 1.0588
2461219.3888143 99.99999 9.99999 -0.0003605 1.0589
2461219.3888917 -2.69028 0.02080 -0.0003605 1.0589
2461219.3890482 99.99999 9.99999 -0.0003605 1.0591
2461219.3892217 -2.48871 0.01887 -0.0003605 1.0593
2461219.3893007 99.99999 9.99999 -0.0003605 1.0594
2461219.3893778 -2.76558 0.02011 -0.0003605 1.0594
2461219.3895337 99.99999 9.99999 -0.0003605 1.0596
2461219.3897012 99.99999 9.99999 -0.0003605 1.0598
2461219.3897783 -2.70573 0.02318 -0.0003605 1.0598
2461219.3898560 99.99999 9.99999 -0.0003605 1.0599
2461219.3899332 -2.71058 0.02216 -0.0003605 1.0600
2461219.3904033 99.99999 9.99999 -0.0003605 1.0605
2461219.3904807 99.99999 9.99999 -0.0003605 1.0605
2461219.3906437 99.99999 9.99999 -0.0003605 1.0607
2461219.3907205 99.99999 9.99999 -0.0003605 1.0608
2461219.3907975 99.99999 9.99999 -0.0003605 1.0609
2461219.3908749 99.99999 9.99999 -0.0003605 1.0610
2461219.3909524 -2.54368 0.01982 -0.0003605 1.0610
2461219.3911149 99.99999 9.99999 -0.0003605 1.0612
2461219.3911931 -2.43549 0.01982 -0.0003605 1.0613
2461219.3913485 -2.50657 0.01880 -0.0003605 1.0614
2461219.3914256 99.99999 9.99999 -0.0003606 1.0615
2461219.3915952 99.99999 9.99999 -0.0003606 1.0617
2461219.3917513 -2.60914 0.02322 -0.0003606 1.0619
