JDHEL V-C s1 V-K1 s2 C-K1 s3 HELCOR AIRMASS
Aperture: 4, Filter: IRCUT, JD: heliocentric
2461164.3558138 0.79654 0.07380 0.73573 0.07433 -0.06081 0.04686 0.0009431 1.5691
2461164.3559463 1.34175 0.09700 0.87915 0.10225 -0.46260 0.04934 0.0009431 1.5682
2461164.3560788 0.90902 0.07747 0.64780 0.08128 -0.26122 0.04835 0.0009431 1.5674
2461164.3562115 1.01840 0.07957 0.79969 0.08251 -0.21871 0.04632 0.0009431 1.5666
2461164.3563461 1.28735 0.08908 0.93695 0.09230 -0.35040 0.04364 0.0009431 1.5657
2461164.3567046 1.18855 0.08155 0.77542 0.08632 -0.41313 0.04611 0.0009431 1.5635
2461164.3568371 1.03752 0.07743 0.71123 0.08093 -0.32629 0.04543 0.0009431 1.5627
2461164.3569706 0.81866 0.06752 0.47957 0.07308 -0.33909 0.04864 0.0009431 1.5618
2461164.3571038 1.09357 0.08354 0.81890 0.08657 -0.27468 0.04644 0.0009431 1.5610
2461164.3573381 99.99999 9.99999 0.99323 0.09284 99.99999 9.99999 0.0009431 1.5595
2461164.3576043 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009431 1.5579
2461164.3577379 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009431 1.5571
2461164.3578720 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009431 1.5562
2461164.3581060 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009431 1.5548
2461164.3582383 0.90702 0.07972 99.99999 9.99999 99.99999 9.99999 0.0009431 1.5540
2461164.3583717 1.07497 0.09281 99.99999 9.99999 99.99999 9.99999 0.0009431 1.5531
2461164.3585063 99.99999 9.99999 0.54247 0.08416 99.99999 9.99999 0.0009432 1.5523
2461164.3586400 1.04918 0.08664 99.99999 9.99999 99.99999 9.99999 0.0009432 1.5515
2461164.3588699 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009432 1.5501
2461164.3590019 1.08141 0.08160 0.86409 0.08415 -0.21732 0.04627 0.0009432 1.5493
2461164.3591360 1.00441 0.07968 99.99999 9.99999 99.99999 9.99999 0.0009432 1.5484
2461164.3592703 1.25156 0.09333 0.98501 0.09594 -0.26655 0.04580 0.0009432 1.5476
2461164.3594032 0.93742 0.07387 0.55262 0.07898 -0.38480 0.04974 0.0009432 1.5468
2461164.3596293 99.99999 9.99999 0.47083 0.07733 99.99999 9.99999 0.0009432 1.5454
2461164.3597616 0.88754 0.07530 0.70925 0.07772 -0.17828 0.04694 0.0009432 1.5446
2461164.3598962 99.99999 9.99999 0.77981 0.10073 99.99999 9.99999 0.0009432 1.5438
2461164.3600292 1.02200 0.08498 0.91279 0.08604 -0.10920 0.04601 0.0009432 1.5430
2461164.3601627 1.06781 0.08906 0.70663 0.09480 -0.36119 0.05537 0.0009432 1.5422
2461164.3603953 1.20620 0.10359 99.99999 9.99999 99.99999 9.99999 0.0009432 1.5408
2461164.3605276 1.30869 0.10618 1.01322 0.10925 -0.29547 0.05190 0.0009432 1.5400
2461164.3606616 1.23456 0.09156 1.01151 0.09417 -0.22305 0.04472 0.0009432 1.5391
2461164.3607945 1.17818 0.09434 99.99999 9.99999 99.99999 9.99999 0.0009432 1.5383
2461164.3609278 99.99999 9.99999 0.96315 0.10192 99.99999 9.99999 0.0009432 1.5375
2461164.3611639 0.90736 0.08640 99.99999 9.99999 99.99999 9.99999 0.0009432 1.5361
2461164.3612965 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009432 1.5353
2461164.3614295 1.14510 0.09431 99.99999 9.99999 99.99999 9.99999 0.0009432 1.5345
2461164.3615635 1.55231 0.13810 99.99999 9.99999 99.99999 9.99999 0.0009432 1.5337
2461164.3616969 0.80052 0.08927 0.59659 0.09308 -0.20392 0.06055 0.0009432 1.5329
2461164.3619278 99.99999 9.99999 0.46296 0.07714 99.99999 9.99999 0.0009432 1.5315
2461164.3620599 99.99999 9.99999 99.99999 9.99999 -0.31781 0.05140 0.0009432 1.5307
2461164.3621941 1.17771 0.09740 0.76856 0.10270 -0.40915 0.05586 0.0009432 1.5299
2461164.3623281 0.94149 0.08185 0.68937 0.08473 -0.25212 0.04932 0.0009432 1.5291
2461164.3624619 99.99999 9.99999 99.99999 9.99999 -0.52201 0.06112 0.0009432 1.5284
2461164.3626950 1.04267 0.07297 0.47040 0.08113 -0.57227 0.05187 0.0009433 1.5270
2461164.3628273 0.92560 0.06731 0.61231 0.07101 -0.31329 0.04496 0.0009433 1.5262
2461164.3629618 1.09919 0.07478 0.72410 0.07986 -0.37509 0.04503 0.0009433 1.5254
2461164.3630960 1.00832 0.07832 0.71016 0.08243 -0.29816 0.04781 0.0009433 1.5246
2461164.3632289 1.02387 0.08269 0.80783 0.08590 -0.21604 0.04672 0.0009433 1.5238
2461164.3635924 1.15843 0.08369 0.88714 0.08613 -0.27130 0.04431 0.0009433 1.5217
2461164.3637248 1.11082 0.08439 0.89238 0.08694 -0.21844 0.04381 0.0009433 1.5209
2461164.3639916 1.28794 0.08686 0.90564 0.09127 -0.38230 0.04561 0.0009433 1.5193
2461164.3642088 1.16631 0.08100 0.74057 0.08578 -0.42574 0.04636 0.0009433 1.5180
2461164.3643412 99.99999 9.99999 0.86451 0.09294 99.99999 9.99999 0.0009433 1.5173
2461164.3644742 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009433 1.5165
2461164.3646083 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009433 1.5157
2461164.3647420 1.19145 0.09748 0.90581 0.10153 -0.28564 0.05169 0.0009433 1.5149
2461164.3649715 1.06529 0.07721 0.76177 0.08109 -0.30353 0.04656 0.0009433 1.5136
2461164.3651040 1.32906 0.09117 0.83934 0.09678 -0.48972 0.04954 0.0009433 1.5128
2461164.3652371 0.90163 0.09450 0.85475 0.09546 -0.04688 0.05571 0.0009433 1.5120
2461164.3653712 1.04833 0.09060 0.72264 0.09516 -0.32569 0.05480 0.0009433 1.5113
2461164.3655043 99.99999 9.99999 0.83427 0.09348 99.99999 9.99999 0.0009433 1.5105
2461164.3657348 1.09718 0.08164 0.86108 0.08378 -0.23610 0.04432 0.0009433 1.5092
2461164.3660006 99.99999 9.99999 1.02908 0.09427 99.99999 9.99999 0.0009433 1.5076
2461164.3661347 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009433 1.5068
2461164.3662683 1.56899 0.11039 1.14075 0.11415 -0.42824 0.04605 0.0009433 1.5061
2461164.3664994 99.99999 9.99999 1.04782 0.11445 99.99999 9.99999 0.0009433 1.5047
2461164.3666315 99.99999 9.99999 0.77886 0.09089 99.99999 9.99999 0.0009433 1.5040
2461164.3667651 0.73751 0.07458 0.64802 0.07665 -0.08950 0.05029 0.0009433 1.5032
2461164.3668992 1.20875 0.08840 0.80028 0.09293 -0.40846 0.04762 0.0009434 1.5025
2461164.3670329 99.99999 9.99999 99.99999 9.99999 -0.40016 0.04896 0.0009434 1.5017
2461164.3673971 1.07454 0.07770 0.75481 0.08174 -0.31974 0.04657 0.0009434 1.4996
2461164.3675303 1.36254 0.10834 0.85987 0.11496 -0.50268 0.05799 0.0009434 1.4989
2461164.3676648 1.03701 0.07665 0.78670 0.08020 -0.25031 0.04527 0.0009434 1.4981
2461164.3680308 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009434 1.4960
2461164.3681632 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009434 1.4953
2461164.3682966 99.99999 9.99999 0.75585 0.08654 99.99999 9.99999 0.0009434 1.4945
2461164.3685638 1.51368 0.12726 1.16614 0.13052 -0.34754 0.05255 0.0009434 1.4930
2461164.3688044 1.09098 0.08036 0.90289 0.08256 -0.18809 0.04310 0.0009434 1.4916
2461164.3689364 1.47114 0.13043 99.99999 9.99999 99.99999 9.99999 0.0009434 1.4909
2461164.3690699 1.15599 0.08944 0.74064 0.09456 -0.41536 0.05194 0.0009434 1.4901
2461164.3692044 1.24531 0.10271 99.99999 9.99999 99.99999 9.99999 0.0009434 1.4894
2461164.3693372 0.98971 0.08969 99.99999 9.99999 99.99999 9.99999 0.0009434 1.4886
2461164.3695706 99.99999 9.99999 99.99999 9.99999 -0.16702 0.04626 0.0009434 1.4873
2461164.3697031 99.99999 9.99999 0.80024 0.09528 99.99999 9.99999 0.0009434 1.4866
2461164.3698358 1.34594 0.08971 0.89872 0.09401 -0.44722 0.04533 0.0009434 1.4859
2461164.3699702 1.15216 0.09272 0.71951 0.09870 -0.43265 0.05554 0.0009434 1.4851
2461164.3701044 1.35195 0.08660 0.73724 0.09406 -0.61471 0.05074 0.0009434 1.4844
2461164.3703361 1.06914 0.08142 0.79884 0.08467 -0.27030 0.04670 0.0009434 1.4831
2461164.3704681 1.18858 0.08476 0.89734 0.08819 -0.29124 0.04615 0.0009434 1.4823
2461164.3706012 0.95939 0.07440 0.75223 0.07724 -0.20716 0.04595 0.0009434 1.4816
2461164.3707353 1.16895 0.08723 0.77809 0.09159 -0.39087 0.04911 0.0009434 1.4809
2461164.3708699 99.99999 9.99999 0.85011 0.10282 99.99999 9.99999 0.0009434 1.4801
2461164.3711010 1.10337 0.09323 0.86224 0.09632 -0.24113 0.05017 0.0009435 1.4788
2461164.3712330 1.14025 0.09280 0.59005 0.10161 -0.55020 0.05948 0.0009435 1.4781
2461164.3713658 0.99459 0.09101 99.99999 9.99999 99.99999 9.99999 0.0009435 1.4774
2461164.3714997 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009435 1.4767
2461164.3718648 1.28190 0.10376 99.99999 9.99999 99.99999 9.99999 0.0009435 1.4746
2461164.3719969 99.99999 9.99999 0.62609 0.09840 99.99999 9.99999 0.0009435 1.4739
2461164.3721296 99.99999 9.99999 0.91444 0.10254 99.99999 9.99999 0.0009435 1.4732
2461164.3722645 1.11242 0.09946 99.99999 9.99999 99.99999 9.99999 0.0009435 1.4725
2461164.3726103 1.16834 0.09892 0.93752 0.10182 -0.23082 0.05346 0.0009435 1.4706
2461164.3727424 1.03918 0.09093 0.65648 0.09737 -0.38270 0.05686 0.0009435 1.4699
2461164.3728752 1.30035 0.09019 0.75434 0.09613 -0.54601 0.04933 0.0009435 1.4691
2461164.3730096 1.33379 0.10664 1.00330 0.11016 -0.33048 0.05070 0.0009435 1.4684
2461164.3731446 1.04662 0.07942 0.81011 0.08174 -0.23650 0.04405 0.0009435 1.4677
2461164.3733755 1.33438 0.10579 0.97478 0.11007 -0.35960 0.05154 0.0009435 1.4664
2461164.3735077 0.96996 0.09294 99.99999 9.99999 99.99999 9.99999 0.0009435 1.4657
2461164.3736403 1.45812 0.12662 1.10877 0.12963 -0.34935 0.05330 0.0009435 1.4650
2461164.3737742 1.09550 0.09133 1.06086 0.09162 -0.03464 0.04686 0.0009435 1.4643
2461164.3739080 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009435 1.4636
2461164.3741369 99.99999 9.99999 99.99999 9.99999 -0.15283 0.05067 0.0009435 1.4623
2461164.3742690 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009435 1.4616
2461164.3744035 99.99999 9.99999 99.99999 9.99999 -0.16493 0.04542 0.0009435 1.4609
2461164.3745379 1.18166 0.10927 0.85908 0.11371 -0.32258 0.05601 0.0009435 1.4602
2461164.3746709 1.39581 0.11670 1.02513 0.12055 -0.37069 0.05346 0.0009435 1.4595
2461164.3749043 99.99999 9.99999 99.99999 9.99999 -0.33848 0.05342 0.0009435 1.4582
2461164.3750367 1.04505 0.08809 99.99999 9.99999 99.99999 9.99999 0.0009435 1.4575
2461164.3751691 1.28449 0.10836 0.99859 0.11105 -0.28590 0.05214 0.0009435 1.4568
2461164.3753037 99.99999 9.99999 99.99999 9.99999 -0.40253 0.05225 0.0009436 1.4561
2461164.3754375 99.99999 9.99999 0.79546 0.09618 99.99999 9.99999 0.0009436 1.4554
2461164.3758032 1.50640 0.11482 1.15502 0.11795 -0.35138 0.04741 0.0009436 1.4534
2461164.3759353 1.29294 0.09538 0.85682 0.10014 -0.43612 0.05016 0.0009436 1.4527
2461164.3760699 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0009436 1.4520
2461164.3762038 1.49971 0.12465 1.26746 0.12662 -0.23224 0.04850 0.0009436 1.4513
2461164.3764312 1.37455 0.10052 1.03587 0.10363 -0.33868 0.04616 0.0009436 1.4501
2461164.3765632 1.33808 0.10627 1.12518 0.10850 -0.21289 0.04753 0.0009436 1.4494
2461164.3766971 1.35792 0.09977 1.13701 0.10141 -0.22091 0.04302 0.0009436 1.4487
2461164.3768314 1.25283 0.09019 0.95587 0.09333 -0.29696 0.04509 0.0009436 1.4480
2461164.3769644 1.17307 0.08231 0.77697 0.08708 -0.39611 0.04654 0.0009436 1.4473
2461164.3771921 1.30396 0.09385 0.93493 0.09781 -0.36903 0.04784 0.0009436 1.4461
2461164.3773242 1.19410 0.08250 0.73883 0.08772 -0.45527 0.04784 0.0009436 1.4454
2461164.3774581 1.28237 0.09160 0.75388 0.09791 -0.52849 0.05023 0.0009436 1.4447
2461164.3775914 1.27765 0.09481 99.99999 9.99999 99.99999 9.99999 0.0009436 1.4440
2461164.3777249 99.99999 9.99999 1.26282 0.13734 99.99999 9.99999 0.0009436 1.4434
