JDHEL V-C s1 V-K1 s2 C-K1 s3 HELCOR AIRMASS
2461183.3271203 -0.44345 0.10229 0.77064 0.06330 1.21410 0.08985 0.0039220 1.9387
2461183.3273166 -0.47453 0.10073 99.99999 9.99999 99.99999 9.99999 0.0039219 1.9389
2461183.3274490 -0.46713 0.10115 0.85659 0.05680 1.32372 0.09151 0.0039219 1.9391
2461183.3275833 -0.61356 0.11036 0.73962 0.05687 1.35319 0.10145 0.0039219 1.9393
2461183.3277174 -0.52805 0.09988 0.88522 0.05602 1.41328 0.08876 0.0039219 1.9395
2461183.3278504 -0.47263 0.11156 0.81808 0.06153 1.29070 0.10018 0.0039219 1.9397
2461183.3280485 -0.43570 0.09570 0.95298 0.06261 1.38868 0.07982 0.0039219 1.9400
2461183.3281807 -0.48757 0.09875 0.90488 0.05845 1.39245 0.08685 0.0039219 1.9402
2461183.3283131 -0.33357 0.09824 0.96942 0.06549 1.30300 0.08110 0.0039219 1.9403
2461183.3284459 -0.28023 0.09475 0.89970 0.06261 1.17993 0.08043 0.0039219 1.9405
2461183.3285799 -0.58270 0.10989 0.85296 0.06478 1.43566 0.09649 0.0039219 1.9407
2461183.3287795 -0.32838 0.09336 0.86411 0.06112 1.19249 0.08024 0.0039218 1.9410
2461183.3289120 -0.50380 0.09793 1.01369 0.05163 1.51750 0.08914 0.0039218 1.9412
2461183.3290449 -0.31407 0.09080 0.79170 0.06235 1.10577 0.07550 0.0039218 1.9414
2461183.3291783 -0.45036 0.09235 0.67868 0.05888 1.12904 0.08169 0.0039218 1.9417
2461183.3293134 -0.42166 0.09804 0.68364 0.05652 1.10530 0.08972 0.0039218 1.9419
2461183.3295125 -0.20736 0.10236 1.04079 0.06836 1.24815 0.08395 0.0039218 1.9422
2461183.3296447 -0.52239 0.08761 0.73556 0.05356 1.25795 0.07788 0.0039218 1.9424
2461183.3297787 99.99999 9.99999 99.99999 9.99999 1.18609 0.07579 0.0039218 1.9426
2461183.3299132 -0.47581 0.10014 0.90091 0.05643 1.37671 0.08925 0.0039218 1.9428
2461183.3300467 -0.42121 0.10135 0.90124 0.06169 1.32245 0.08742 0.0039217 1.9430
2461183.3302448 -0.49398 0.08849 0.80688 0.05285 1.30086 0.07796 0.0039217 1.9434
2461183.3303770 -0.34264 0.08969 0.87466 0.05669 1.21729 0.07679 0.0039217 1.9436
2461183.3305109 -0.60963 0.10147 99.99999 9.99999 99.99999 9.99999 0.0039217 1.9438
2461183.3306435 -0.54977 0.10515 99.99999 9.99999 99.99999 9.99999 0.0039217 1.9440
2461183.3307761 -0.57518 0.10106 0.78386 0.05607 1.35904 0.09025 0.0039217 1.9443
2461183.3309714 -0.59738 0.08733 0.85934 0.04463 1.45672 0.07957 0.0039217 1.9446
2461183.3311036 -0.57632 0.08597 0.86460 0.04770 1.44092 0.07620 0.0039217 1.9448
2461183.3312375 -0.54236 0.08585 1.00719 0.04892 1.54955 0.07512 0.0039217 1.9451
2461183.3313715 -0.55233 0.09273 1.00370 0.05021 1.55603 0.08196 0.0039217 1.9453
2461183.3315061 -0.59107 0.10350 99.99999 9.99999 99.99999 9.99999 0.0039216 1.9455
2461183.3317027 -0.51640 0.11045 1.06242 0.06242 1.57882 0.09614 0.0039216 1.9459
2461183.3318350 99.99999 9.99999 99.99999 9.99999 1.48272 0.08230 0.0039216 1.9461
2461183.3319693 -0.46134 0.09098 1.00363 0.05335 1.46497 0.07847 0.0039216 1.9464
2461183.3321017 99.99999 9.99999 0.96155 0.05324 99.99999 9.99999 0.0039216 1.9466
2461183.3322348 -0.42372 0.08837 1.05551 0.05282 1.47924 0.07559 0.0039216 1.9469
2461183.3324334 -0.55224 0.08531 0.70346 0.04912 1.25570 0.07642 0.0039216 1.9472
2461183.3325662 99.99999 9.99999 99.99999 9.99999 1.43616 0.07221 0.0039216 1.9475
2461183.3326990 -0.52303 0.09977 0.90090 0.05806 1.42394 0.08693 0.0039216 1.9477
2461183.3328322 -0.47038 0.08134 99.99999 9.99999 99.99999 9.99999 0.0039215 1.9480
2461183.3329670 99.99999 9.99999 0.85648 0.05215 99.99999 9.99999 0.0039215 1.9482
2461183.3334271 -0.41955 0.08362 99.99999 9.99999 99.99999 9.99999 0.0039215 1.9491
2461183.3335592 -0.45275 0.08631 99.99999 9.99999 99.99999 9.99999 0.0039215 1.9494
2461183.3336931 99.99999 9.99999 0.82877 0.04873 99.99999 9.99999 0.0039215 1.9497
2461183.3338264 -0.47036 0.08066 99.99999 9.99999 99.99999 9.99999 0.0039215 1.9499
2461183.3340222 -0.46410 0.07618 0.87579 0.04565 1.33989 0.06673 0.0039215 1.9503
2461183.3341554 -0.45685 0.08362 0.87714 0.05051 1.33399 0.07228 0.0039215 1.9506
2461183.3342881 -0.57150 0.07519 0.70218 0.04327 1.27368 0.06783 0.0039214 1.9509
2461183.3344208 99.99999 9.99999 99.99999 9.99999 1.53498 0.06629 0.0039214 1.9511
2461183.3345545 -0.53144 0.08055 1.01788 0.04385 1.54933 0.07167 0.0039214 1.9514
2461183.3347501 -0.54608 0.07915 0.97259 0.04521 1.51866 0.06929 0.0039214 1.9518
2461183.3348823 -0.41515 0.08213 99.99999 9.99999 99.99999 9.99999 0.0039214 1.9521
2461183.3350164 -0.72740 0.08374 0.94511 0.04123 1.67251 0.07652 0.0039214 1.9524
2461183.3351505 -0.69152 0.08541 0.89080 0.04235 1.58233 0.07828 0.0039214 1.9527
2461183.3352829 -0.58959 0.07576 0.85343 0.04095 1.44302 0.06799 0.0039214 1.9529
2461183.3354770 -0.85522 0.08837 0.77694 0.03989 1.63216 0.08247 0.0039214 1.9534
2461183.3356097 99.99999 9.99999 1.00790 0.04831 99.99999 9.99999 0.0039213 1.9537
2461183.3357427 -0.70110 0.07672 99.99999 9.99999 99.99999 9.99999 0.0039213 1.9539
2461183.3358769 -0.45841 0.07483 0.74491 0.04601 1.20332 0.06575 0.0039213 1.9542
2461183.3360113 -0.48816 0.07959 0.99430 0.04650 1.48246 0.06908 0.0039213 1.9545
2461183.3362071 -0.55201 0.07586 0.94950 0.04287 1.50151 0.06683 0.0039213 1.9550
2461183.3363396 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0039213 1.9553
2461183.3364738 -0.56886 0.08291 99.99999 9.99999 99.99999 9.99999 0.0039213 1.9556
2461183.3366080 99.99999 9.99999 99.99999 9.99999 1.46167 0.05982 0.0039213 1.9559
2461183.3367421 99.99999 9.99999 99.99999 9.99999 1.62199 0.07507 0.0039213 1.9562
2461183.3369365 -0.38234 0.07404 1.03678 0.04617 1.41911 0.06247 0.0039213 1.9566
2461183.3370688 -0.39447 0.07505 99.99999 9.99999 99.99999 9.99999 0.0039212 1.9569
2461183.3372015 -0.38248 0.07623 0.99507 0.04730 1.37755 0.06481 0.0039212 1.9573
2461183.3373348 99.99999 9.99999 0.93288 0.04279 99.99999 9.99999 0.0039212 1.9576
2461183.3374689 -0.54279 0.06866 1.02758 0.03841 1.57037 0.06000 0.0039212 1.9579
2461183.3376685 -0.64994 0.07606 0.92595 0.04118 1.57589 0.06766 0.0039212 1.9584
2461183.3378006 -0.66395 0.06916 0.84461 0.03789 1.50856 0.06147 0.0039212 1.9587
2461183.3379340 -0.76570 0.07807 0.85233 0.04056 1.61803 0.07017 0.0039212 1.9590
2461183.3380684 -0.51798 0.06356 1.04014 0.03881 1.55812 0.05338 0.0039212 1.9593
2461183.3382028 -0.79316 0.07298 0.97828 0.03751 1.77144 0.06517 0.0039212 1.9597
2461183.3384000 -0.42102 0.05845 0.82843 0.03702 1.24946 0.05013 0.0039211 1.9601
2461183.3385321 -0.76187 0.06544 0.85847 0.03264 1.62034 0.05970 0.0039211 1.9605
2461183.3386659 -0.68808 0.06891 1.00655 0.03389 1.69462 0.06249 0.0039211 1.9608
2461183.3387996 -0.69628 0.06701 0.85726 0.03457 1.55354 0.06134 0.0039211 1.9611
2461183.3389323 -0.70395 0.08106 0.89137 0.03952 1.59531 0.07502 0.0039211 1.9615
2461183.3391283 -0.87181 0.08183 0.74381 0.03640 1.61561 0.07722 0.0039211 1.9620
2461183.3395273 -0.63668 0.09069 0.78307 0.04612 1.41975 0.08409 0.0039211 1.9630
2461183.3396594 -0.55353 0.09835 0.88004 0.05334 1.43357 0.08880 0.0039211 1.9633
2461183.3398597 -0.81596 0.14387 0.81569 0.06431 1.63164 0.13475 0.0039210 1.9638
2461183.3399921 -0.66508 0.12152 0.83803 0.06343 1.50311 0.11064 0.0039210 1.9642
2461183.3402609 -0.82111 0.13681 0.77551 0.06132 1.59662 0.12834 0.0039210 1.9649
2461183.3403932 -0.76726 0.15726 0.98036 0.07170 1.74762 0.14535 0.0039210 1.9653
2461183.3405923 -0.50254 0.12526 0.93414 0.07372 1.43668 0.10889 0.0039210 1.9658
2461183.3407254 -0.47334 0.12734 0.96690 0.07485 1.44023 0.11110 0.0039210 1.9661
2461183.3408578 -0.56682 0.13750 0.96746 0.07476 1.53428 0.12217 0.0039210 1.9665
2461183.3409906 99.99999 9.99999 0.79005 0.07798 99.99999 9.99999 0.0039210 1.9669
2461183.3411247 99.99999 9.99999 0.91164 0.07111 99.99999 9.99999 0.0039210 1.9672
2461183.3413267 -0.57162 0.14068 0.95928 0.07928 1.53091 0.12404 0.0039209 1.9678
2461183.3414593 -0.49999 0.14344 1.06721 0.08385 1.56721 0.12306 0.0039209 1.9682
2461183.3415918 -0.30987 0.13343 1.19410 0.08689 1.50397 0.10864 0.0039209 1.9685
2461183.3417253 -0.46120 0.15668 1.21789 0.09190 1.67908 0.13252 0.0039209 1.9689
2461183.3418598 -0.30373 0.12296 1.04509 0.08121 1.34881 0.10075 0.0039209 1.9693
2461183.3420571 -0.32819 0.09985 0.91329 0.06606 1.24147 0.08301 0.0039209 1.9698
2461183.3421903 -0.37864 0.09837 1.16744 0.06351 1.54608 0.07985 0.0039209 1.9702
2461183.3423242 -0.39278 0.09386 1.09925 0.06060 1.49203 0.07671 0.0039209 1.9706
2461183.3424585 -0.34386 0.08762 1.06256 0.05864 1.40642 0.07052 0.0039209 1.9710
2461183.3425927 99.99999 9.99999 99.99999 9.99999 1.41709 0.06487 0.0039208 1.9714
2461183.3427901 -0.36472 0.07157 1.22657 0.04814 1.59129 0.05625 0.0039208 1.9719
2461183.3429227 -0.26911 0.07259 99.99999 9.99999 99.99999 9.99999 0.0039208 1.9723
2461183.3430568 -0.35785 0.05702 0.98891 0.03825 1.34675 0.04626 0.0039208 1.9727
2461183.3431895 -0.47612 0.06094 99.99999 9.99999 99.99999 9.99999 0.0039208 1.9731
2461183.3433228 -0.29022 0.06275 1.06890 0.04133 1.35912 0.05113 0.0039208 1.9735
2461183.3435217 -0.59072 0.06659 1.07761 0.03436 1.66833 0.05965 0.0039208 1.9741
2461183.3436543 99.99999 9.99999 99.99999 9.99999 1.61616 0.05772 0.0039208 1.9745
2461183.3437869 99.99999 9.99999 99.99999 9.99999 1.61540 0.05878 0.0039208 1.9749
2461183.3439205 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0039208 1.9753
2461183.3440549 -0.62302 0.06409 1.09200 0.03174 1.71503 0.05804 0.0039207 1.9757
2461183.3442541 -0.41733 0.05505 1.12993 0.03357 1.54727 0.04631 0.0039207 1.9763
2461183.3443862 -0.27670 0.06285 1.24524 0.04134 1.52195 0.05068 0.0039207 1.9767
2461183.3445204 -0.38469 0.05967 1.10689 0.03628 1.49158 0.05036 0.0039207 1.9771
2461183.3447886 -0.53016 0.05581 0.88056 0.03136 1.41073 0.04969 0.0039207 1.9780
2461183.3449860 -0.39290 0.05823 1.16105 0.03581 1.55396 0.04909 0.0039207 1.9786
2461183.3451184 -0.54359 0.06182 1.11705 0.03331 1.66064 0.05465 0.0039207 1.9790
2461183.3452507 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0039207 1.9794
2461183.3453833 -0.66481 0.06272 0.91197 0.03255 1.57678 0.05662 0.0039206 1.9798
2461183.3455168 99.99999 9.99999 99.99999 9.99999 1.51296 0.05334 0.0039206 1.9803
2461183.3457158 -0.47083 0.07424 0.99694 0.04390 1.46777 0.06401 0.0039206 1.9809
2461183.3458481 -0.54473 0.06755 1.06996 0.03722 1.61469 0.05946 0.0039206 1.9813
2461183.3459814 -0.55584 0.07639 1.03540 0.04251 1.59124 0.06691 0.0039206 1.9818
2461183.3461156 -0.45142 0.06767 0.80418 0.04191 1.25559 0.05906 0.0039206 1.9822
2461183.3462501 -0.51237 0.07611 1.03193 0.04357 1.54429 0.06633 0.0039206 1.9826
2461183.3464470 -0.74451 0.08587 0.96265 0.04182 1.70716 0.07837 0.0039206 1.9833
2461183.3465796 -0.63299 0.09186 1.12519 0.04760 1.75818 0.08171 0.0039206 1.9837
2461183.3467138 -0.24225 0.08324 1.22941 0.05567 1.47166 0.06629 0.0039206 1.9842
2461183.3468480 -0.71676 0.11005 1.20047 0.05464 1.91723 0.09850 0.0039205 1.9846
2461183.3469816 -0.47089 0.08900 0.79846 0.05365 1.26936 0.07787 0.0039205 1.9851
2461183.3473122 -0.62749 0.08158 1.07059 0.04207 1.69808 0.07285 0.0039205 1.9862
2461183.3474446 -0.48030 0.07170 1.04040 0.04021 1.52070 0.06281 0.0039205 1.9866
2461183.3477122 -0.47969 0.07067 1.15848 0.04018 1.63817 0.06092 0.0039205 1.9876
2461183.3479109 -0.51454 0.06178 1.00394 0.03463 1.51848 0.05432 0.0039205 1.9882
2461183.3480430 -0.42684 0.05938 99.99999 9.99999 99.99999 9.99999 0.0039205 1.9887
2461183.3483083 -0.37100 0.05437 1.15756 0.03343 1.52856 0.04554 0.0039204 1.9896
2461183.3484406 -0.58494 0.05767 1.00005 0.03205 1.58499 0.05084 0.0039204 1.9901
2461183.3486383 -0.58532 0.05400 0.88780 0.03009 1.47312 0.04788 0.0039204 1.9908
2461183.3487705 -0.59841 0.05902 1.09937 0.03205 1.69777 0.05199 0.0039204 1.9913
2461183.3490371 -0.60394 0.05720 1.13943 0.03063 1.74337 0.05057 0.0039204 1.9922
2461183.3491692 -0.57564 0.05926 1.04523 0.03257 1.62087 0.05212 0.0039204 1.9927
2461183.3493694 -0.51637 0.05327 0.90442 0.03170 1.42079 0.04616 0.0039204 1.9934
2461183.3495019 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0039204 1.9939
2461183.3496358 -0.59895 0.05714 1.01135 0.03150 1.61031 0.05033 0.0039203 1.9944
2461183.3497705 -0.55029 0.05523 1.04721 0.03028 1.59750 0.04882 0.0039203 1.9949
2461183.3499048 -0.55769 0.05986 1.00179 0.03333 1.55948 0.05266 0.0039203 1.9954
2461183.3501020 -0.60249 0.05345 0.73776 0.03130 1.34025 0.04759 0.0039203 1.9961
2461183.3502343 -0.51882 0.06144 0.76516 0.03621 1.28397 0.05441 0.0039203 1.9966
2461183.3503678 -0.56054 0.06614 0.87125 0.03760 1.43179 0.05860 0.0039203 1.9971
2461183.3505018 -0.63665 0.06786 0.84310 0.03598 1.47975 0.06141 0.0039203 1.9976
2461183.3506345 -0.88011 0.10506 0.77711 0.04553 1.65722 0.09905 0.0039203 1.9981
2461183.3508302 -0.56335 0.08899 1.08522 0.04835 1.64856 0.07826 0.0039203 1.9988
2461183.3509626 -0.45373 0.06712 0.88374 0.04063 1.33747 0.05832 0.0039202 1.9993
2461183.3510955 -0.60128 0.07328 99.99999 9.99999 99.99999 9.99999 0.0039202 1.9998
2461183.3512299 -0.48679 0.06538 0.96355 0.03732 1.45034 0.05767 0.0039202 2.0003
2461183.3513642 -0.25756 0.07618 1.10145 0.04999 1.35901 0.06248 0.0039202 2.0008
2461183.3515646 -0.62793 0.07703 0.96339 0.04152 1.59132 0.06845 0.0039202 2.0016
2461183.3516969 -0.73180 0.08653 1.00896 0.04208 1.74076 0.07868 0.0039202 2.0021
2461183.3518305 -0.62087 0.08176 0.92751 0.04498 1.54838 0.07271 0.0039202 2.0026
2461183.3519637 -0.43659 0.08048 99.99999 9.99999 99.99999 9.99999 0.0039202 2.0032
2461183.3520979 -0.61058 0.09477 1.13748 0.05063 1.74805 0.08367 0.0039202 2.0037
2461183.3522980 -0.34592 0.09408 1.12528 0.05682 1.47120 0.07983 0.0039202 2.0045
2461183.3524304 99.99999 9.99999 0.73384 0.05720 99.99999 9.99999 0.0039201 2.0050
2461183.3525639 -0.61354 0.10113 0.98015 0.05315 1.59368 0.09104 0.0039201 2.0055
2461183.3526981 -0.59034 0.09218 0.92120 0.04992 1.51155 0.08217 0.0039201 2.0061
2461183.3528316 -0.46393 0.08766 0.97081 0.05046 1.43474 0.07679 0.0039201 2.0066
2461183.3530318 99.99999 9.99999 0.74507 0.05160 99.99999 9.99999 0.0039201 2.0074
2461183.3531643 99.99999 9.99999 0.94003 0.05332 99.99999 9.99999 0.0039201 2.0079
2461183.3532983 -0.60640 0.10445 0.91781 0.05610 1.52421 0.09395 0.0039201 2.0085
2461183.3534331 99.99999 9.99999 0.99143 0.07117 99.99999 9.99999 0.0039201 2.0090
2461183.3535670 99.99999 9.99999 0.89517 0.06508 99.99999 9.99999 0.0039201 2.0096
2461183.3537649 99.99999 9.99999 1.00552 0.07193 99.99999 9.99999 0.0039200 2.0104
2461183.3538971 99.99999 9.99999 0.97960 0.06515 99.99999 9.99999 0.0039200 2.0109
2461183.3540294 99.99999 9.99999 99.99999 9.99999 1.73221 0.13058 0.0039200 2.0115
2461183.3541624 -0.50602 0.11989 0.77487 0.07062 1.28089 0.10675 0.0039200 2.0120
2461183.3542961 99.99999 9.99999 0.91270 0.06587 99.99999 9.99999 0.0039200 2.0126
2461183.3544927 99.99999 9.99999 0.96185 0.06128 99.99999 9.99999 0.0039200 2.0134
2461183.3546253 99.99999 9.99999 0.96200 0.07189 99.99999 9.99999 0.0039200 2.0140
2461183.3547590 99.99999 9.99999 0.92106 0.06347 99.99999 9.99999 0.0039200 2.0145
2461183.3548941 99.99999 9.99999 0.85088 0.06578 99.99999 9.99999 0.0039200 2.0151
2461183.3550286 99.99999 9.99999 0.95705 0.06459 99.99999 9.99999 0.0039200 2.0157
2461183.3552255 -0.85844 0.11386 0.77332 0.05438 1.63176 0.10624 0.0039199 2.0165
2461183.3553579 -0.70985 0.11454 99.99999 9.99999 99.99999 9.99999 0.0039199 2.0171
2461183.3554923 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0039199 2.0177
2461183.3556265 -0.49974 0.10715 0.97959 0.06109 1.47933 0.09387 0.0039199 2.0182
2461183.3557605 99.99999 9.99999 1.01813 0.06436 99.99999 9.99999 0.0039199 2.0188
2461183.3559594 -0.57985 0.11120 1.09982 0.05888 1.67967 0.09846 0.0039199 2.0197
2461183.3560916 -0.44438 0.10574 1.13222 0.06098 1.57660 0.09098 0.0039199 2.0203
2461183.3562252 99.99999 9.99999 0.89771 0.05163 99.99999 9.99999 0.0039199 2.0208
2461183.3563588 99.99999 9.99999 1.13344 0.05804 99.99999 9.99999 0.0039199 2.0214
2461183.3564920 99.99999 9.99999 1.10279 0.05773 99.99999 9.99999 0.0039198 2.0220
2461183.3568236 -0.41206 0.11977 1.24323 0.07202 1.65529 0.10036 0.0039198 2.0235
2461183.3569566 -0.77343 0.11984 0.81655 0.05974 1.58998 0.10970 0.0039198 2.0241
2461183.3570899 99.99999 9.99999 1.09512 0.06029 99.99999 9.99999 0.0039198 2.0247
2461183.3572244 -0.69924 0.09762 0.75765 0.05093 1.45689 0.08898 0.0039198 2.0253
2461183.3574215 -0.56418 0.10584 1.12677 0.05752 1.69095 0.09322 0.0039198 2.0262
2461183.3575539 -0.65098 0.10864 0.96671 0.05532 1.61768 0.09859 0.0039198 2.0268
2461183.3576882 -0.72207 0.11698 1.02205 0.05724 1.74412 0.10642 0.0039198 2.0274
2461183.3579579 99.99999 9.99999 1.00256 0.05650 99.99999 9.99999 0.0039197 2.0286
2461183.3581537 99.99999 9.99999 1.02995 0.05383 99.99999 9.99999 0.0039197 2.0295
2461183.3582867 99.99999 9.99999 0.95678 0.05412 99.99999 9.99999 0.0039197 2.0302
2461183.3584193 -0.36414 0.09807 1.07966 0.06074 1.44380 0.08236 0.0039197 2.0308
2461183.3585533 99.99999 9.99999 99.99999 9.99999 1.69686 0.09875 0.0039197 2.0314
2461183.3586871 99.99999 9.99999 99.99999 9.99999 1.42173 0.07213 0.0039197 2.0320
2461183.3588873 99.99999 9.99999 1.06670 0.04577 99.99999 9.99999 0.0039197 2.0330
2461183.3590204 99.99999 9.99999 1.07022 0.05042 99.99999 9.99999 0.0039197 2.0336
2461183.3591535 -0.65063 0.08776 1.15145 0.04510 1.80208 0.07821 0.0039197 2.0342
2461183.3592881 -0.50333 0.08370 0.95370 0.04982 1.45703 0.07187 0.0039196 2.0349
2461183.3594227 99.99999 9.99999 1.01959 0.04493 99.99999 9.99999 0.0039196 2.0355
2461183.3596207 99.99999 9.99999 0.91665 0.04780 99.99999 9.99999 0.0039196 2.0365
2461183.3597531 -0.60239 0.10119 0.95214 0.05323 1.55453 0.09108 0.0039196 2.0371
2461183.3598874 -0.55051 0.08397 1.07429 0.04544 1.62481 0.07421 0.0039196 2.0378
2461183.3600222 -0.71882 0.09048 1.03162 0.04409 1.75044 0.08230 0.0039196 2.0384
2461183.3601564 -0.54346 0.07919 0.91981 0.04505 1.46327 0.06983 0.0039196 2.0391
2461183.3603593 -0.48073 0.08737 1.01878 0.05080 1.49951 0.07628 0.0039196 2.0400
2461183.3604920 -0.61786 0.10223 0.86791 0.05437 1.48576 0.09219 0.0039196 2.0407
2461183.3606252 -0.36983 0.09857 1.16505 0.06137 1.53488 0.08219 0.0039196 2.0414
2461183.3607600 -0.51524 0.09864 0.86933 0.05931 1.38458 0.08644 0.0039195 2.0420
2461183.3608946 -0.50732 0.10196 1.08757 0.05660 1.59489 0.08953 0.0039195 2.0427
2461183.3610965 -0.58630 0.09690 99.99999 9.99999 99.99999 9.99999 0.0039195 2.0437
2461183.3612291 99.99999 9.99999 0.97596 0.05792 99.99999 9.99999 0.0039195 2.0443
2461183.3613626 -0.53387 0.09877 0.87334 0.05583 1.40720 0.08793 0.0039195 2.0450
2461183.3614971 -0.33088 0.09665 1.14998 0.06168 1.48086 0.07956 0.0039195 2.0457
2461183.3616322 -0.54806 0.09564 0.96166 0.05454 1.50972 0.08375 0.0039195 2.0464
2461183.3618327 -0.47991 0.09478 1.03422 0.05627 1.51413 0.08130 0.0039195 2.0474
2461183.3619650 -0.45637 0.10922 1.24221 0.06470 1.69858 0.09247 0.0039195 2.0481
2461183.3620985 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0039194 2.0487
2461183.3622330 99.99999 9.99999 1.09886 0.05396 99.99999 9.99999 0.0039194 2.0494
2461183.3623682 99.99999 9.99999 0.95684 0.07060 99.99999 9.99999 0.0039194 2.0501
2461183.3625646 -0.28442 0.09484 1.20985 0.06032 1.49427 0.07786 0.0039194 2.0511
2461183.3626980 99.99999 9.99999 0.97560 0.05543 99.99999 9.99999 0.0039194 2.0518
2461183.3628319 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0039194 2.0525
2461183.3629659 -0.65708 0.11345 0.99373 0.05658 1.65081 0.10292 0.0039194 2.0532
2461183.3631021 99.99999 9.99999 1.05892 0.05601 99.99999 9.99999 0.0039194 2.0539
2461183.3633023 -0.69363 0.09478 0.99470 0.04755 1.68833 0.08596 0.0039194 2.0550
2461183.3634345 99.99999 9.99999 1.05754 0.05259 99.99999 9.99999 0.0039194 2.0557
2461183.3635684 99.99999 9.99999 0.92776 0.05377 99.99999 9.99999 0.0039193 2.0564
2461183.3637023 -0.40348 0.09465 1.10559 0.05960 1.50908 0.07883 0.0039193 2.0571
2461183.3638363 -0.64858 0.08859 0.96813 0.04595 1.61671 0.07949 0.0039193 2.0578
2461183.3640368 -0.85026 0.10579 0.88183 0.04833 1.73209 0.09804 0.0039193 2.0589
2461183.3641691 -0.43689 0.08678 1.15493 0.05180 1.59182 0.07359 0.0039193 2.0596
2461183.3643039 -0.55906 0.08965 1.05602 0.04851 1.61507 0.07944 0.0039193 2.0603
2461183.3644382 -0.63252 0.10215 1.08572 0.05153 1.71824 0.09158 0.0039193 2.0610
2461183.3645721 99.99999 9.99999 0.98530 0.04293 99.99999 9.99999 0.0039193 2.0618
2461183.3647695 -0.61994 0.09307 1.01781 0.04971 1.63775 0.08269 0.0039193 2.0628
2461183.3649015 99.99999 9.99999 1.02439 0.05262 99.99999 9.99999 0.0039192 2.0636
2461183.3650357 -0.51534 0.08393 1.15515 0.04624 1.67049 0.07326 0.0039192 2.0643
2461183.3651690 99.99999 9.99999 1.05535 0.05643 99.99999 9.99999 0.0039192 2.0650
2461183.3653026 99.99999 9.99999 1.14052 0.05173 99.99999 9.99999 0.0039192 2.0658
2461183.3655024 99.99999 9.99999 0.92306 0.04764 99.99999 9.99999 0.0039192 2.0669
2461183.3656348 99.99999 9.99999 1.04840 0.05189 99.99999 9.99999 0.0039192 2.0676
2461183.3657672 -0.68232 0.09187 1.10689 0.04759 1.78921 0.08149 0.0039192 2.0683
2461183.3659003 -0.50267 0.07731 1.02642 0.04394 1.52909 0.06738 0.0039192 2.0691
2461183.3660351 -0.54177 0.07418 0.93827 0.04150 1.48004 0.06584 0.0039192 2.0698
2461183.3662321 99.99999 9.99999 0.85649 0.03986 99.99999 9.99999 0.0039191 2.0710
2461183.3663647 99.99999 9.99999 0.93686 0.04586 99.99999 9.99999 0.0039191 2.0717
2461183.3664987 -0.66516 0.08006 1.01619 0.03972 1.68135 0.07264 0.0039191 2.0725
2461183.3666327 99.99999 9.99999 1.34008 0.05716 99.99999 9.99999 0.0039191 2.0732
