JDHEL V-C s1 V-K1 s2 C-K1 s3 HELCOR AIRMASS
Aperture: 4, Filter: IRCUT, JD: heliocentric
2461171.4079899 99.99999 9.99999 99.99999 9.99999 -0.24346 0.02898 0.0011024 1.2359
2461171.4082339 1.65176 0.07661 1.26610 0.07843 -0.38567 0.02919 0.0011024 1.2351
2461171.4084780 1.73391 0.08478 1.31187 0.08666 -0.42204 0.02962 0.0011024 1.2343
2461171.4087221 1.88182 0.09789 1.58129 0.09919 -0.30052 0.02845 0.0011024 1.2335
2461171.4089663 1.80046 0.08257 1.45318 0.08397 -0.34728 0.02690 0.0011024 1.2327
2461171.4095397 99.99999 9.99999 99.99999 9.99999 -0.33098 0.03007 0.0011025 1.2308
2461171.4097840 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0011025 1.2300
2461171.4100280 1.72956 0.08208 1.40141 0.08357 -0.32815 0.02764 0.0011025 1.2292
2461171.4102721 1.65241 0.09077 1.29768 0.09272 -0.35473 0.03341 0.0011025 1.2284
2461171.4108445 1.64445 0.08668 99.99999 9.99999 99.99999 9.99999 0.0011025 1.2265
2461171.4115768 1.55978 0.08026 1.02435 0.08396 -0.53543 0.03659 0.0011025 1.2242
2461171.4123944 1.54063 0.07058 1.20220 0.07248 -0.33843 0.02888 0.0011025 1.2215
2461171.4128827 1.35734 0.06329 1.03750 0.06481 -0.31984 0.02844 0.0011025 1.2200
2461171.4136988 1.55424 0.07579 1.25411 0.07753 -0.30014 0.02871 0.0011025 1.2174
2461171.4139431 1.53796 0.07180 1.24157 0.07308 -0.29639 0.02711 0.0011026 1.2166
2461171.4141871 1.59816 0.07324 1.19266 0.07529 -0.40550 0.02852 0.0011026 1.2159
2461171.4145160 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0011026 1.2148
2461171.4147599 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0011026 1.2141
2461171.4150038 1.54134 0.06601 1.03444 0.06867 -0.50690 0.02897 0.0011026 1.2133
2461171.4152479 1.45902 0.06313 1.11066 0.06524 -0.34837 0.02737 0.0011026 1.2125
2461171.4154921 1.46397 0.06474 1.16372 0.06628 -0.30025 0.02662 0.0011026 1.2118
2461171.4158198 1.57625 0.06461 1.28593 0.06583 -0.29032 0.02397 0.0011026 1.2108
2461171.4160636 1.41489 0.05681 99.99999 9.99999 99.99999 9.99999 0.0011026 1.2100
2461171.4163078 1.30091 0.06739 0.98577 0.06957 -0.31515 0.03216 0.0011026 1.2093
2461171.4165520 99.99999 9.99999 99.99999 9.99999 -0.30279 0.02798 0.0011026 1.2085
2461171.4167961 99.99999 9.99999 1.08002 0.06340 99.99999 9.99999 0.0011026 1.2078
2461171.4171231 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0011026 1.2068
2461171.4176118 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0011026 1.2053
2461171.4181004 99.99999 9.99999 99.99999 9.99999 99.99999 9.99999 0.0011026 1.2038
2461171.4186710 99.99999 9.99999 1.02826 0.05396 99.99999 9.99999 0.0011027 1.2021
2461171.4189150 1.34547 0.05229 1.05533 0.05362 -0.29014 0.02407 0.0011027 1.2013
2461171.4191591 99.99999 9.99999 1.09211 0.05728 99.99999 9.99999 0.0011027 1.2006
2461171.4194032 1.51489 0.05782 1.08581 0.05969 -0.42908 0.02465 0.0011027 1.1999
2461171.4202191 1.53063 0.05603 1.08773 0.05789 -0.44290 0.02400 0.0011027 1.1974
